,id,stats_id,status,scheduled,scheduled_pst,home_id,away_id,venue_id
0,680,18ae74b3-5f94-4471-b630-70f6a27303e8,scheduled,2017-01-26 00:00:00,2017-01-25 16:00:00,6,19,42cddf7a-0e1f-5f91-ae6f-c620582fdb01
1,681,2dc0950f-991e-4368-b24f-29958cf87c96,scheduled,2017-01-26 00:30:00,2017-01-25 16:30:00,13,4,7a330bcd-ac0f-50ca-bc29-2460e5c476b3
2,682,6d5fd521-3703-4257-a67b-569d1494adf0,scheduled,2017-01-26 00:30:00,2017-01-25 16:30:00,12,22,7d69b080-91ca-53c9-9302-45c1a72c5549
3,683,23998078-547a-4bbb-b0dc-10b67ef92516,scheduled,2017-01-26 01:00:00,2017-01-25 17:00:00,8,15,9bb9599c-17dd-4253-82bb-96fae950a32f
4,684,373d7f63-2e0f-4bdb-a142-653ad76a2521,scheduled,2017-01-26 01:00:00,2017-01-25 17:00:00,25,28,6ec47e31-f778-5319-b6c4-3254e076ba0e
5,685,5f274426-097c-4913-b4d5-af72733049b0,scheduled,2017-01-26 01:00:00,2017-01-25 17:00:00,7,1,38911649-acfd-551a-949b-68f0fcaa44e7
6,686,a98d2eef-90f8-4b3a-9cf1-e89a505334e3,scheduled,2017-01-26 01:00:00,2017-01-25 17:00:00,2,17,a380f011-6e5d-5430-9f37-209e1e8a9b6f
7,687,df6a6cd0-56a1-4f0c-9b69-634a0a24fee4,scheduled,2017-01-26 01:00:00,2017-01-25 17:00:00,23,11,7657c204-a20b-527a-99cb-dc29218462aa
8,688,0562bf9c-1814-49ed-94bc-011a3a2cc899,scheduled,2017-01-26 01:30:00,2017-01-25 17:30:00,24,14,401ba62f-19b5-5bfc-84d6-021772943311
9,689,5602dbc8-5d54-4f5d-ba39-6895efc37168,scheduled,2017-01-26 03:30:00,2017-01-25 19:30:00,26,18,1d1f74a2-7b35-56f0-8cbd-552c51cb2c14
