,0,1
0,0.604755025911,0.395244974089
1,0.577088289203,0.422911710797
2,0.595329058876,0.404670941124
3,0.527067871688,0.472932128312
4,0.739881326361,0.260118673639
5,0.634867568969,0.365132431031
6,0.580546546023,0.419453453977
7,0.642369998961,0.357630001039
8,0.486144014255,0.513855985745
9,0.395887848474,0.604112151526
10,0.666973177893,0.333026822107
11,0.620195740718,0.379804259282
12,0.409162371965,0.590837628035
13,0.349058526432,0.650941473568
14,0.701812312274,0.298187687726
15,0.352398099253,0.647601900747
16,0.480182118448,0.519817881552
17,0.774993495514,0.225006504486
18,0.84299419887,0.15700580113
19,0.613930312667,0.386069687333
20,0.35658354599,0.64341645401
21,0.253426084362,0.746573915638
22,0.494789882994,0.505210117006
23,0.31355642996,0.68644357004
24,0.932812125261,0.0671878747389
25,0.48928099547,0.51071900453
26,0.662584832536,0.337415167464
27,0.667415369835,0.332584630165
28,0.616175680559,0.383824319441
29,0.807457696215,0.192542303785
30,0.900126214262,0.0998737857383
31,0.719547371209,0.280452628791
32,0.764329767163,0.235670232837
33,0.414291343134,0.585708656866
34,0.875485906525,0.124514093475
35,0.30320268714,0.69679731286
36,0.423036016974,0.576963983026
37,0.469621208145,0.530378791855
38,0.343245612731,0.656754387269
39,0.822204312324,0.177795687676
40,0.451874934294,0.548125065706
41,0.72605679527,0.27394320473
42,0.784215582777,0.215784417223
43,0.858567898829,0.141432101171
44,0.938925906496,0.0610740935037
45,0.512652739286,0.487347260714
46,0.279534673,0.720465327
47,0.39514053378,0.60485946622
48,0.445357190658,0.554642809342
49,0.824383272986,0.175616727014
50,0.565179940863,0.434820059137
51,0.689619291433,0.310380708567
52,0.580220760116,0.419779239884
53,0.573173554954,0.426826445046
54,0.361101521832,0.638898478168
55,0.15545672499,0.84454327501
56,0.765908249144,0.234091750856
57,0.605533358459,0.394466641541
58,0.62170571155,0.37829428845
59,0.609532562466,0.390467437534
60,0.783219952606,0.216780047394
61,0.465967992694,0.534032007306
62,0.826142290417,0.173857709583
63,0.318392059683,0.681607940317
64,0.498643939228,0.501356060772
65,0.458952489169,0.541047510831
66,0.451690519765,0.548309480235
67,0.39949691896,0.60050308104
68,0.379575322081,0.620424677919
69,0.579942521105,0.420057478895
70,0.935055326861,0.0649446731387
71,0.564804698897,0.435195301103
72,0.442934132096,0.557065867904
73,0.726129978096,0.273870021904
74,0.792794170976,0.207205829024
75,0.702301902082,0.297698097918
76,0.661089773953,0.338910226047
77,0.575806526527,0.424193473473
78,0.750468837408,0.249531162592
79,0.620841513871,0.379158486129
80,0.476859765031,0.523140234969
81,0.550383212239,0.449616787761
82,0.788204549616,0.211795450384
83,0.740167006454,0.259832993546
84,0.490794413103,0.509205586897
85,0.673582158543,0.326417841457
86,0.615615208087,0.384384791913
87,0.624152142152,0.375847857848
88,0.682257222623,0.317742777377
89,0.598202854103,0.401797145897
90,0.598748742505,0.401251257495
91,0.815081515975,0.184918484025
92,0.25049968341,0.74950031659
93,0.629809303808,0.370190696192
94,0.427239307798,0.572760692202
95,0.309043351552,0.690956648448
96,0.505699610906,0.494300389094
97,0.331686409644,0.668313590356
