,Unnamed: 0,games_played,is_home,avg_points,goals_for,goals_against,avg_goals,margin,goal_diff,win_percentage,sos,opp_is_home,opp_avg_points,opp_avg_goals,opp_margin,opp_goal_diff,opp_win_percentage,opp_opp_record,current_team_home_possession,current_team_away_possession,current_team_home_attacks,current_team_away_attacks,current_team_home_dangerous_attacks,current_team_away_dangerous_attacks,current_team_home_yellow_card,current_team_away_yellow_card,current_team_home_corner_kicks,current_team_away_corner_kicks,current_team_home_shots_on_target,current_team_away_shots_on_target,current_team_home_shots_total,current_team_away_shots_total,current_team_home_ball_safe,current_team_away_ball_safe,current_team_home_played,current_team_away_played,current_team_home_possession.1,current_team_away_possession.1,current_team_home_attacks.1,current_opp_away_attacks,current_opp_home_dangerous_attacks,current_opp_away_dangerous_attacks,current_opp_home_yellow_card,current_opp_away_yellow_card,current_opp_home_corner_kicks,current_opp_away_corner_kicks,current_opp_home_shots_on_target,current_opp_away_shots_on_target,current_opp_home_shots_total,current_opp_away_shots_total,current_opp_home_ball_safe,current_opp_away_ball_safe,current_opp_home_played,current_opp_away_played,e_f_dangerous_attacks,e_f_shots_total,e_f_shots_on_target,e_f_ball_safe,e_f_possession,e_f_attacks,opp_e_f_dangerous_attacks,opp_e_f_shots_total,opp_e_f_shots_on_target,opp_e_f_ball_safe,opp_e_f_possession,opp_e_f_attacks,prev_opp_e_f_dangerous_attacks,prev_opp_e_f_shots_total,prev_opp_e_f_shots_on_target,prev_opp_e_f_ball_safe,prev_opp_e_f_possession,prev_opp_e_f_attacks,opp_opp_e_f_dangerous_attacks,opp_opp_e_f_shots_total,opp_opp_e_f_shots_on_target,opp_opp_e_f_ball_safe,opp_opp_e_f_possession,opp_opp_e_f_attacks
0,0,1,0,3,2,0,2,2,2,1.0,1.16666666667,1,1,3,0,0,0.5,0.5,46.0,48.3340375525,93.0,97.6178600524,59.0,48.0915362479,1.0,1.83671114964,8.0,4.16590153142,9.0,4.1918022718,12.0,8.13783220611,87.0,92.8793183381,1.0,0.0,46.0,48.3340375525,93.0,97.6178600524,44.0,48.0915362479,1.0,1.83671114964,5.0,4.16590153142,5.0,4.1918022718,14.0,8.13783220611,66.0,92.8793183381,1.0,0.0,59.0,12.0,9.0,87.0,46.0,93.0,44.0,14.0,5.0,66.0,48.0,65.0,55.0,5.0,1.0,91.0,54.0,92.0,51.0,13.0,6.0,75.0,52.0,74.0
1,1,2,1,1,0,5,1,-2,-3,0.5,2.0,0,3,3,2,4,1.0,0.0,46.0,52.0,93.0,97.0,59.0,51.0,1.0,3.0,8.0,7.0,9.0,4.0,12.0,6.0,87.0,71.0,1.0,1.0,46.0,52.0,93.0,101.0,45.0,49.0,1.0,1.0,3.0,2.0,7.0,6.0,10.0,11.0,119.0,102.0,1.0,1.0,55.0,9.0,6.5,79.0,49.0,95.0,47.0,10.5,6.5,110.5,49.5,110.0,44.0,10.0,5.0,79.0,48.0,78.0,68.5,6.5,1.5,108.0,46.0,132.0
2,2,3,0,2,2,0,1,-1,-1,0.666666666667,0.880952380952,1,0,0,-1,-3,0.357142857143,0.5,49.5,52.0,106.5,97.0,65.5,51.0,1.5,3.0,6.5,7.0,8.0,4.0,14.5,6.0,92.5,71.0,2.0,1.0,49.5,52.0,106.5,79.0,73.0,38.5,1.0,3.5,7.0,4.5,5.0,3.0,11.0,5.5,121.0,81.0,1.0,2.0,60.6666666667,11.6666666667,6.66666666667,85.3333333333,50.3333333333,103.333333333,50.0,7.33333333333,3.66666666667,94.3333333333,46.0,97.6666666667,45.3333333333,8.66666666667,5.33333333333,112.333333333,48.6666666667,113.666666667,52.6666666667,9.33333333333,5.33333333333,96.6666666667,52.3333333333,100.333333333
3,3,4,1,2,3,0,1,0,2,0.777777777778,0.5,0,0,0,-1,-2,0.166666666667,0.3125,49.5,49.5,106.5,108.0,65.5,48.5,1.5,2.5,6.5,4.5,8.0,5.0,14.5,7.5,92.5,93.0,2.0,2.0,49.5,49.5,106.5,94.0,60.0,67.0,0.0,1.5,8.0,7.0,7.0,5.5,15.0,11.0,98.0,75.0,1.0,2.0,57.0,11.0,6.5,92.75,49.5,107.25,64.6666666667,12.3333333333,6.0,82.6666666667,57.0,96.3333333333,53.0,7.5,3.0,97.5,47.75,102.25,42.3333333333,7.33333333333,4.66666666667,90.0,41.6666666667,78.6666666667
4,4,5,1,2,1,1,1,0,2,0.717391304348,1.38880288958,0,1,1,0,0,0.617647058824,0.3,49.0,49.5,104.333333333,108.0,60.3333333333,48.5,1.66666666667,2.5,5.33333333333,4.5,7.33333333333,5.0,16.0,7.5,86.0,93.0,3.0,2.0,49.0,49.5,104.333333333,88.0,52.0,36.0,2.0,3.0,4.0,2.0,3.66666666667,3.0,6.0,4.0,98.0,89.0,3.0,1.0,55.6,12.6,6.4,88.8,49.2,105.8,48.0,5.5,3.5,95.75,49.25,99.25,56.75,10.75,6.0,85.0,55.75,92.0,50.4,7.4,3.2,97.0,48.6,101.0
5,5,6,0,1,2,2,1,0,2,0.678571428571,1.00496342738,1,1,1,-1,-3,0.409090909091,0.590909090909,51.5,49.5,101.0,108.0,57.5,48.5,2.25,2.5,6.5,4.5,6.75,5.0,15.25,7.5,85.0,93.0,4.0,2.0,51.5,49.5,101.0,112.333333333,50.5,59.6666666667,2.5,2.0,11.0,6.0,7.5,3.0,13.0,6.33333333333,74.5,99.3333333333,2.0,3.0,54.5,12.6666666667,6.16666666667,87.6666666667,50.8333333333,103.333333333,56.0,9.0,4.8,89.4,46.0,100.0,47.8,5.8,3.6,93.8,47.6,94.2,54.4,8.6,3.8,82.2,53.8,96.2
6,6,6,1,1,2,2,1,0,2,0.678571428571,1.67867317867,0,2,1,0,4,0.769230769231,0.166666666667,51.5,49.5,101.0,108.0,57.5,48.5,2.25,2.5,6.5,4.5,6.75,5.0,15.25,7.5,85.0,93.0,4.0,2.0,51.5,49.5,101.0,130.5,52.6666666667,62.0,1.0,1.5,5.33333333333,3.0,3.66666666667,3.5,9.0,6.5,101.333333333,109.0,3.0,2.0,54.5,12.6666666667,6.16666666667,87.6666666667,50.8333333333,103.333333333,56.4,8.0,3.6,104.4,51.2,118.0,47.8,5.8,3.6,93.8,47.6,94.2,67.2,10.4,5.4,113.8,51.2,127.2
7,7,8,0,2,2,1,1,0,5,0.763157894737,0.935248713551,1,1,0,-1,-5,0.378787878788,0.821428571429,51.0,51.3333333333,100.4,92.3333333333,55.6,46.6666666667,2.0,3.0,6.2,5.0,6.4,5.0,14.0,9.0,88.6,82.3333333333,5.0,3.0,51.0,51.3333333333,100.4,96.0,44.3333333333,44.5,1.33333333333,2.0,5.0,2.25,5.66666666667,4.5,9.0,8.25,89.0,94.5,3.0,4.0,52.25,12.125,5.875,86.25,51.125,97.375,44.4285714286,8.57142857143,5.0,92.1428571429,48.2857142857,93.5714285714,55.7142857143,8.85714285714,3.85714285714,104.857142857,51.7142857143,119.857142857,36.3333333333,7.33333333333,4.5,77.6666666667,48.8333333333,83.8
8,8,9,0,1,0,3,1,0,2,0.690476190476,0.624159746936,1,0,1,-2,-9,0.222222222222,0.530303030303,51.0,52.0,100.4,96.25,55.6,52.75,2.0,2.75,6.2,5.5,6.4,4.75,14.0,9.5,88.6,86.75,5.0,4.0,51.0,52.0,100.4,110.5,77.0,59.5,1.0,2.0,6.75,6.5,6.75,4.0,13.75,6.75,113.5,95.0,4.0,4.0,54.3333333333,12.0,5.66666666667,87.7777777778,51.4444444444,98.5555555556,68.25,10.25,5.375,104.25,51.125,121.5,44.625,9.0,5.125,95.875,48.0,93.125,49.0,10.0,5.28571428571,96.5714285714,46.8571428571,106.166666667
9,9,10,0,1,0,4,1,-1,-2,0.630434782609,1.31,1,1,1,0,2,0.575,0.475609756098,51.0,50.8,100.4,96.4,55.6,52.6,2.0,2.4,6.2,5.2,6.4,4.8,14.0,9.8,88.6,92.0,5.0,5.0,51.0,50.8,100.4,114.75,53.9948416127,52.25,1.49731224486,1.875,5.7585156038,3.875,5.60542029843,4.625,10.52197504,8.625,94.5018922414,112.125,0.0,8.0,54.1,11.9,5.6,90.3,50.9,98.4,52.25,8.625,4.625,112.125,46.625,114.75,70.0,10.8888888889,6.0,104.333333333,51.4444444444,122.888888889,50.6666666667,8.55555555556,4.77777777778,92.4444444444,46.6666666667,97.1111111111
10,10,11,1,1,0,1,1,-1,-3,0.58,1.04753363229,0,1,1,-1,-3,0.433333333333,0.46,51.0,51.5,100.4,93.8333333333,55.6,51.3333333333,2.0,2.16666666667,6.2,5.0,6.4,4.5,14.0,8.83333333333,88.6,89.8333333333,5.0,6.0,51.0,51.5,100.4,106.8,48.0,52.2,2.4,1.8,7.4,4.8,6.4,3.4,10.4,7.0,85.8,101.2,5.0,5.0,53.2727272727,11.1818181818,5.36363636364,89.2727272727,51.2727272727,96.8181818182,50.1,8.7,4.9,93.5,46.3,97.5,51.8888888889,9.22222222222,4.77777777778,108.444444444,46.4444444444,111.777777778,46.2727272727,9.81818181818,5.54545454545,93.3636363636,49.0,93.1818181818
11,11,11,1,1,0,1,1,-1,-3,0.58,1.07583969779,0,1,1,0,0,0.451219512195,0.546511627907,51.0,51.5,100.4,93.8333333333,55.6,51.3333333333,2.0,2.16666666667,6.2,5.0,6.4,4.5,14.0,8.83333333333,88.6,89.8333333333,5.0,6.0,51.0,51.5,100.4,86.6666666667,52.1666666667,48.3333333333,1.66666666667,2.0,6.5,7.0,5.5,5.33333333333,10.5,8.66666666667,89.1666666667,84.0,6.0,3.0,53.2727272727,11.1818181818,5.36363636364,89.2727272727,51.2727272727,96.8181818182,50.8888888889,9.88888888889,5.44444444444,87.4444444444,51.3333333333,93.6666666667,51.8888888889,9.22222222222,4.77777777778,108.444444444,46.4444444444,111.777777778,47.3,7.1,3.9,96.1,48.0,96.1
12,12,13,0,1,2,0,1,0,0,0.637931034483,1.07881334352,1,1,1,-1,-5,0.463636363636,0.318181818182,50.0,51.5,101.571428571,93.8333333333,55.0,51.3333333333,2.0,2.16666666667,5.57142857143,5.0,6.42857142857,4.5,12.7142857143,8.83333333333,91.5714285714,89.8333333333,7.0,6.0,50.0,51.5,101.571428571,106.333333333,66.5,56.6666666667,1.66666666667,1.5,5.0,3.16666666667,5.5,6.0,10.6666666667,11.1666666667,91.6666666667,92.0,6.0,6.0,53.3076923077,10.9230769231,5.53846153846,90.7692307692,50.6923076923,98.0,61.5833333333,10.9166666667,5.75,91.8333333333,50.3333333333,111.833333333,52.2,9.6,5.2,91.0,52.1,97.1,45.4444444444,6.44444444444,2.66666666667,96.0,46.3333333333,91.7777777778
13,13,14,0,1,4,2,1,0,2,0.671875,1.32198340875,1,1,1,0,1,0.576923076923,0.676470588235,50.0,51.5,101.571428571,93.8333333333,55.0,51.3333333333,2.0,1.85714285714,5.57142857143,5.0,6.42857142857,4.5,12.7142857143,8.83333333333,91.5714285714,89.8333333333,7.0,7.0,50.0,51.5,101.571428571,92.0,48.8333333333,47.4,1.5,1.33333333333,3.66666666667,3.4,4.5,4.0,7.16666666667,8.0,104.333333333,93.8,6.0,6.0,53.3076923077,10.9230769231,5.53846153846,90.7692307692,50.6923076923,98.0,48.1818181818,7.54545454545,4.27272727273,99.5454545455,48.4545454545,98.8181818182,61.5833333333,10.9166666667,5.75,91.8333333333,50.3333333333,111.833333333,47.8,8.6,4.7,89.4,51.7,96.6
14,14,15,1,1,0,0,1,0,2,0.659420289855,0.85171471392,0,0,1,-1,-2,0.342105263158,0.514492753623,50.0,51.5,101.571428571,93.8333333333,55.0,51.3333333333,2.0,1.625,5.57142857143,5.0,6.42857142857,4.5,12.7142857143,8.83333333333,91.5714285714,89.8333333333,7.0,8.0,50.0,51.5,101.571428571,95.0,49.6666666667,45.2,1.5,0.571428571429,4.16666666667,6.2,5.16666666667,4.4,10.3333333333,8.8,84.3333333333,94.8,6.0,7.0,53.3076923077,10.9230769231,5.53846153846,90.7692307692,50.6923076923,98.0,47.6363636364,9.63636363636,4.81818181818,89.0909090909,49.4545454545,92.0909090909,48.1818181818,7.54545454545,4.27272727273,99.5454545455,48.4545454545,98.8181818182,46.6923076923,10.0,6.0,92.6153846154,48.8461538462,93.2307692308
15,15,16,0,1,1,1,1,0,2,0.648648648649,0.980769071978,1,1,0,-1,-4,0.398734177215,0.616666666667,50.25,51.5,99.25,93.8333333333,52.5,51.3333333333,1.85714285714,1.625,5.125,5.0,6.375,4.5,12.25,8.83333333333,90.375,89.8333333333,8.0,8.0,50.25,51.5,99.25,110.875,61.5,52.75,0.875,1.75,6.16666666667,5.375,5.16666666667,3.625,12.1666666667,8.25,103.166666667,98.5,8.0,8.0,52.0,10.7857142857,5.57142857143,90.1428571429,50.7857142857,96.9285714286,56.5,9.92857142857,4.28571428571,100.5,51.0714285714,114.0,46.8333333333,9.41666666667,4.66666666667,88.75,49.3333333333,90.75,46.4545454545,7.81818181818,4.27272727273,91.7272727273,52.0909090909,98.3636363636
16,16,17,1,1,0,2,1,0,0,0.615384615385,1.43857972355,0,1,1,0,2,0.638461538462,0.445205479452,50.25,52.0,99.25,93.8571428571,52.5,51.4285714286,1.85714285714,1.44444444444,5.125,5.0,6.375,4.0,12.25,8.85714285714,90.375,89.8571428571,8.0,9.0,50.25,52.0,99.25,75.6666666667,44.8,32.0,1.0,1.77777777778,4.2,3.57142857143,4.6,3.85714285714,9.4,6.85714285714,83.8,75.5714285714,5.0,9.0,52.0,10.6666666667,5.26666666667,90.1333333333,51.0666666667,96.7333333333,37.3333333333,7.91666666667,4.16666666667,79.0,48.25,82.7272727273,54.3333333333,9.73333333333,4.2,100.866666667,50.6666666667,112.733333333,49.0714285714,8.71428571429,4.92857142857,93.7857142857,46.9285714286,98.6428571429
17,17,18,1,1,2,0,1,0,2,0.634146341463,1.25072532324,0,1,1,0,3,0.542857142857,0.5,50.6666666667,52.0,99.1111111111,93.8571428571,53.1111111111,51.4285714286,1.875,1.44444444444,5.33333333333,5.0,6.22222222222,4.0,11.8888888889,8.85714285714,90.4444444444,89.8571428571,9.0,9.0,50.6666666667,52.0,99.1111111111,97.8,57.7142857143,39.6,1.77777777778,1.33333333333,7.0,4.8,6.0,3.0,11.0,8.6,92.4285714286,103.8,9.0,6.0,52.375,10.5625,5.25,90.1875,51.25,96.8125,50.1666666667,10.0,4.75,97.1666666667,47.6666666667,102.181818182,37.9333333333,8.0,4.0,78.6,49.2,82.9285714286,53.6153846154,9.23076923077,4.76923076923,103.538461538,48.7692307692,109.846153846
18,18,18,0,1,2,0,1,0,2,0.634146341463,1.16869147051,1,1,1,-1,-1,0.5,0.355072463768,50.6666666667,52.0,99.1111111111,93.8571428571,53.1111111111,51.4285714286,1.875,1.44444444444,5.33333333333,5.0,6.22222222222,4.0,11.8888888889,8.85714285714,90.4444444444,89.8571428571,9.0,9.0,50.6666666667,52.0,99.1111111111,90.75,50.8571428571,46.625,1.125,2.0,4.14285714286,3.25,4.85714285714,3.625,8.28571428571,8.0,102.571428571,89.875,8.0,9.0,52.375,10.5625,5.25,90.1875,51.25,96.8125,48.6,8.13333333333,4.2,95.8,48.9333333333,96.8,37.9333333333,8.0,4.0,78.6,49.2,82.9285714286,44.25,6.75,3.08333333333,92.8333333333,46.9166666667,89.0833333333
19,19,20,0,1,1,0,1,0,7,0.673913043478,0.884813434767,1,1,0,-1,-6,0.355263157895,0.5,51.5,51.5,100.8,94.0,54.4,48.75,2.0,1.6,5.8,4.875,6.6,4.125,12.2,8.5,90.0,90.5,10.0,10.0,51.5,51.5,100.8,93.2857142857,51.8571428571,50.2857142857,1.25,1.42857142857,6.14285714286,5.14285714286,4.85714285714,4.57142857143,10.1428571429,8.57142857143,87.0,96.4285714286,8.0,8.0,51.8888888889,10.5555555556,5.5,90.2222222222,51.5,97.7777777778,51.0714285714,9.35714285714,4.71428571429,91.7142857143,51.2857142857,94.1428571429,48.3125,8.0,4.125,95.875,49.125,97.5,53.6153846154,9.23076923077,4.76923076923,103.538461538,48.7692307692,109.846153846
20,20,20,1,1,1,0,1,0,7,0.673913043478,0.876549951084,0,0,1,-1,-5,0.355072463768,0.462962962963,51.5,51.5,100.8,94.0,54.4,48.75,2.0,1.6,5.8,4.875,6.6,4.125,12.2,8.5,90.0,90.5,10.0,10.0,51.5,51.5,100.8,83.5,46.5,42.0,1.0,1.0,6.5,3.0,3.83333333333,2.33333333333,7.16666666667,6.33333333333,94.1666666667,91.5,8.0,7.0,51.8888888889,10.5555555556,5.5,90.2222222222,51.5,97.7777777778,44.25,6.75,3.08333333333,92.8333333333,46.9166666667,89.0833333333,48.3125,8.0,4.125,95.875,49.125,97.5,48.3125,8.0,4.125,95.875,49.125,97.5
21,21,22,1,1,3,1,1,0,4,0.66,1.18844514509,0,1,1,-1,-2,0.510101010101,0.488636363636,51.8181818182,50.5555555556,101.545454545,90.8888888889,54.2727272727,46.3333333333,2.0,1.54545454545,5.63636363636,4.44444444444,6.81818181818,3.66666666667,12.4545454545,7.66666666667,89.9090909091,88.7777777778,11.0,11.0,51.8181818182,50.5555555556,101.545454545,95.0,48.0909090909,46.875,1.5,1.55555555556,4.90909090909,3.75,6.0,5.0,10.7272727273,8.75,89.0909090909,90.875,12.0,9.0,50.7,10.3,5.4,89.4,51.25,96.75,47.5789473684,9.89473684211,5.57894736842,89.8421052632,49.2105263158,93.9473684211,42.0714285714,6.57142857143,3.07142857143,93.2857142857,45.8571428571,89.0,47.0,8.75,4.125,97.3125,48.3125,98.0666666667
22,22,23,1,1,2,0,1,0,6,0.673076923077,1.07182806008,0,1,1,-1,-3,0.446428571429,0.5,52.9166666667,50.5555555556,100.75,90.8888888889,55.1666666667,46.3333333333,2.0,1.54545454545,5.41666666667,4.44444444444,6.41666666667,3.66666666667,12.3333333333,7.66666666667,88.4166666667,88.7777777778,12.0,11.0,52.9166666667,50.5555555556,100.75,113.083333333,58.2,55.25,1.33333333333,1.83333333333,5.6,6.5,5.9,3.58333333333,12.3,8.16666666667,103.1,94.8333333333,12.0,12.0,51.380952381,10.3333333333,5.2380952381,88.5714285714,51.9047619048,96.5238095238,56.5909090909,10.0454545455,4.63636363636,98.5909090909,53.2727272727,116.136363636,45.4285714286,9.52380952381,5.2380952381,89.380952381,48.619047619,91.9523809524,48.0952380952,8.85714285714,5.04761904762,95.7619047619,45.4285714286,100.238095238
23,23,24,0,1,2,2,1,0,6,0.665137614679,1.308801159,1,1,1,0,0,0.572727272727,0.439393939394,53.0769230769,50.5555555556,98.2307692308,90.8888888889,53.7692307692,46.3333333333,2.0,1.54545454545,5.38461538462,4.44444444444,6.38461538462,3.66666666667,12.3846153846,7.66666666667,87.0769230769,88.7777777778,13.0,11.0,53.0769230769,50.5555555556,98.2307692308,81.0909090909,43.8,37.5833333333,1.4,1.78571428571,4.3,3.58333333333,4.6,3.75,9.7,7.33333333333,82.7,79.4166666667,10.0,14.0,50.7272727273,10.4545454545,5.27272727273,87.7727272727,52.0454545455,95.2272727273,40.4090909091,8.40909090909,4.13636363636,80.9090909091,48.6363636364,84.6666666667,55.7391304348,9.91304347826,4.5652173913,97.8695652174,52.9130434783,114.956521739,52.5789473684,9.68421052632,4.89473684211,91.8421052632,51.8947368421,96.3157894737
24,24,1,1,0,0,1,0,-1,-1,0.0,2.0,0,3,4,3,3,1.0,0.0,51.8230029489,48.0,104.133146799,86.0,53.9948416127,39.0,1.49731224486,2.0,5.7585156038,5.0,5.60542029843,6.0,10.52197504,11.0,94.5018922414,80.0,0.0,1.0,51.8230029489,48.0,104.133146799,97.6178600524,34.0,48.0915362479,0.0,1.83671114964,3.0,4.16590153142,5.0,4.1918022718,6.0,8.13783220611,75.0,92.8793183381,1.0,0.0,39.0,11.0,6.0,80.0,48.0,86.0,34.0,6.0,5.0,75.0,52.0,79.0,41.0,3.0,3.0,75.0,52.0,88.0,32.0,7.0,5.0,64.0,48.0,77.0
25,25,2,0,1,1,0,0,0,0,0.5,0.722222222222,1,0,0,-2,-3,0.277777777778,0.5,57.0,48.0,89.0,86.0,57.0,39.0,3.0,2.0,6.0,5.0,7.0,6.0,11.0,11.0,81.0,80.0,1.0,1.0,57.0,48.0,89.0,79.0,53.9948416127,38.5,1.49731224486,3.5,5.7585156038,4.5,5.60542029843,3.0,10.52197504,5.5,94.5018922414,81.0,0.0,2.0,48.0,11.0,6.5,80.5,52.5,87.5,38.5,5.5,3.0,81.0,45.0,79.0,37.5,6.0,3.5,76.0,47.5,79.0,59.5,10.5,4.5,84.0,55.0,92.5
26,26,3,1,1,1,1,0,0,0,0.5,1.32666666667,0,1,1,0,1,0.566666666667,1.0,57.0,50.0,89.0,106.0,57.0,50.5,3.0,3.0,6.0,5.0,7.0,4.5,11.0,8.5,81.0,104.5,1.0,2.0,57.0,50.0,89.0,113.666666667,53.9948416127,50.6666666667,1.49731224486,1.66666666667,5.7585156038,2.33333333333,5.60542029843,5.0,10.52197504,8.66666666667,94.5018922414,112.333333333,0.0,3.0,52.6666666667,9.33333333333,5.33333333333,96.6666666667,52.3333333333,100.333333333,50.6666666667,8.66666666667,5.0,112.333333333,47.3333333333,113.666666667,53.0,7.5,3.0,97.5,47.75,102.25,61.3333333333,8.0,4.0,107.666666667,55.3333333333,125.0
27,27,4,0,1,1,0,0,0,1,0.617647058824,1.670995671,1,2,2,0,2,0.75,0.7,56.5,50.0,101.0,106.0,58.5,50.5,3.0,3.0,7.0,5.0,7.0,4.5,11.0,8.5,88.0,104.5,2.0,2.0,56.5,50.0,101.0,75.5,37.0,29.6666666667,1.0,2.33333333333,5.0,3.0,3.0,5.33333333333,5.0,7.66666666667,70.0,70.0,1.0,3.0,54.5,9.75,5.75,96.25,53.25,103.5,31.5,7.0,4.75,70.0,50.75,77.3333333333,50.0,8.5,4.5,109.25,46.5,112.75,57.75,8.25,3.75,103.5,55.0,118.0
28,28,5,0,1,0,1,0,0,0,0.5,1.67867317867,1,2,1,0,4,0.769230769231,0.166666666667,56.5,51.6666666667,101.0,97.0,58.5,47.0,3.0,2.66666666667,7.0,5.0,7.0,4.66666666667,11.0,8.0,88.0,100.666666667,2.0,3.0,56.5,51.6666666667,101.0,130.5,52.6666666667,62.0,1.0,1.5,5.33333333333,3.0,3.66666666667,3.5,9.0,6.5,101.333333333,109.0,3.0,2.0,51.6,9.2,5.6,95.6,53.6,98.6,56.4,8.0,3.6,104.4,51.2,118.0,33.2,6.8,4.4,74.8,49.6,79.25,67.2,10.4,5.4,113.8,51.2,127.2
29,29,5,1,1,0,1,0,0,0,0.5,0.51912568306,0,0,0,-2,-7,0.166666666667,0.769230769231,56.5,51.6666666667,101.0,97.0,58.5,47.0,3.0,2.66666666667,7.0,5.0,7.0,4.66666666667,11.0,8.0,88.0,100.666666667,2.0,3.0,56.5,51.6666666667,101.0,117.5,74.0,57.0,1.0,1.5,6.33333333333,7.0,6.33333333333,4.0,13.0,6.5,118.0,107.5,3.0,2.0,51.6,9.2,5.6,95.6,53.6,98.6,67.2,10.4,5.4,113.8,51.2,127.2,33.2,6.8,4.4,74.8,49.6,79.25,56.4,8.0,3.6,104.4,51.2,118.0
30,30,7,1,1,2,1,1,0,2,0.661290322581,0.907564374237,0,1,1,-1,-1,0.362068965517,0.538461538462,53.0,50.0,96.6666666667,97.25,53.3333333333,44.25,2.33333333333,2.75,6.33333333333,3.75,7.66666666667,4.75,11.3333333333,8.25,84.6666666667,100.25,3.0,4.0,53.0,50.0,96.6666666667,85.0,51.75,49.5,1.75,2.5,5.25,8.0,4.75,5.5,10.75,8.0,92.5,83.0,4.0,2.0,48.1428571429,9.57142857143,6.0,93.5714285714,51.2857142857,97.0,51.0,9.83333333333,5.0,89.3333333333,50.8333333333,94.1666666667,65.7142857143,9.42857142857,5.0,104.857142857,50.7142857143,120.428571429,54.1666666667,8.66666666667,4.66666666667,94.8333333333,49.1666666667,104.166666667
31,31,8,0,2,3,1,1,0,4,0.7,1.32694292292,1,1,1,0,2,0.588235294118,0.638888888889,51.25,50.0,93.75,97.25,51.75,44.25,2.75,2.75,6.0,3.75,7.5,4.75,10.75,8.25,83.75,100.25,4.0,4.0,51.25,50.0,93.75,104.5,50.0,42.0,1.0,1.66666666667,5.0,4.0,5.66666666667,5.25,10.0,9.0,108.0,100.5,3.0,4.0,48.0,9.5,6.125,92.0,50.625,95.5,45.4285714286,9.42857142857,5.42857142857,103.714285714,50.2857142857,107.857142857,50.2857142857,9.85714285714,5.0,88.8571428571,51.2857142857,93.5714285714,49.4285714286,8.0,4.0,113.428571429,46.2857142857,113.285714286
32,32,9,1,1,2,2,1,0,4,0.675,1.66358974359,0,2,1,0,2,0.75,0.25,51.25,50.2,93.75,97.4,51.75,45.8,2.75,2.8,6.0,3.4,7.5,4.8,10.75,7.8,83.75,95.0,4.0,5.0,51.25,50.2,93.75,69.6666666667,42.25,29.5,0.75,2.5,4.25,3.75,4.5,5.25,8.75,8.25,84.25,65.5,4.0,4.0,48.4444444444,9.11111111111,6.0,90.0,50.6666666667,95.7777777778,35.875,8.5,4.875,74.875,48.5,81.4285714286,46.4444444444,9.11111111111,5.11111111111,102.333333333,49.6666666667,107.888888889,46.0,9.25,4.75,88.375,49.625,90.0
33,33,10,1,2,1,0,1,0,5,0.704545454545,1.10283849423,0,1,1,-1,-1,0.462962962963,0.325,51.8,50.2,89.4,97.4,50.4,45.8,3.0,2.8,6.0,3.4,7.0,4.8,11.4,7.8,83.6,95.0,5.0,5.0,51.8,50.2,89.4,115.666666667,57.8,57.8333333333,1.0,1.66666666667,6.2,5.16666666667,3.2,3.83333333333,9.8,8.5,106.0,102.666666667,5.0,6.0,48.1,9.6,5.9,89.3,51.0,93.4,57.8181818182,9.09090909091,3.54545454545,104.181818182,51.2727272727,116.272727273,36.7777777778,8.33333333333,4.77777777778,75.8888888889,48.2222222222,82.25,47.1111111111,9.44444444444,5.0,88.8888888889,50.0,91.2222222222
34,34,10,0,2,1,0,1,0,5,0.704545454545,0.921076463929,1,1,1,-1,-3,0.378048780488,0.561224489796,51.8,50.2,89.4,97.4,50.4,45.8,3.0,2.8,6.0,3.4,7.0,4.8,11.4,7.8,83.6,95.0,5.0,5.0,51.8,50.2,89.4,93.4,64.75,54.2,1.0,1.0,9.5,5.6,6.0,4.8,11.5,9.4,104.0,82.6,4.0,5.0,48.1,9.6,5.9,89.3,51.0,93.4,58.8888888889,10.3333333333,5.33333333333,92.1111111111,53.0,98.7777777778,36.7777777778,8.33333333333,4.77777777778,75.8888888889,48.2222222222,82.25,48.8,9.8,5.9,101.4,49.5,107.9
35,35,12,0,2,1,1,1,0,6,0.707547169811,1.00371803138,1,1,1,-1,-2,0.411111111111,0.637931034483,51.1666666667,49.8333333333,92.3333333333,93.3333333333,48.1666666667,42.8333333333,2.83333333333,2.66666666667,5.16666666667,3.33333333333,6.16666666667,5.0,10.3333333333,8.0,86.3333333333,91.3333333333,6.0,6.0,51.1666666667,49.8333333333,92.3333333333,97.0,52.1666666667,52.25,1.66666666667,2.0,6.5,5.75,5.5,4.75,10.5,8.25,89.1666666667,93.75,6.0,4.0,45.5,9.16666666667,5.58333333333,88.8333333333,50.5,92.8333333333,52.2,9.6,5.2,91.0,52.1,97.1,55.9,9.8,5.2,90.8,52.9,96.3,53.3076923077,10.9230769231,5.53846153846,90.7692307692,50.6923076923,98.0
