,Unnamed: 0,games_played,is_home,avg_points,goals_for,goals_against,avg_goals,margin,goal_diff,win_percentage,sos,opp_is_home,opp_avg_points,opp_avg_goals,opp_margin,opp_goal_diff,opp_win_percentage,opp_opp_record,current_team_home_possession,current_team_away_possession,current_team_home_attacks,current_team_away_attacks,current_team_home_dangerous_attacks,current_team_away_dangerous_attacks,current_team_home_yellow_card,current_team_away_yellow_card,current_team_home_corner_kicks,current_team_away_corner_kicks,current_team_home_shots_on_target,current_team_away_shots_on_target,current_team_home_shots_total,current_team_away_shots_total,current_team_home_ball_safe,current_team_away_ball_safe,current_team_home_played,current_team_away_played,current_team_home_possession.1,current_team_away_possession.1,current_team_home_attacks.1,current_opp_away_attacks,current_opp_home_dangerous_attacks,current_opp_away_dangerous_attacks,current_opp_home_yellow_card,current_opp_away_yellow_card,current_opp_home_corner_kicks,current_opp_away_corner_kicks,current_opp_home_shots_on_target,current_opp_away_shots_on_target,current_opp_home_shots_total,current_opp_away_shots_total,current_opp_home_ball_safe,current_opp_away_ball_safe,current_opp_home_played,current_opp_away_played,e_f_dangerous_attacks,e_f_shots_total,e_f_shots_on_target,e_f_ball_safe,e_f_possession,e_f_attacks,opp_e_f_dangerous_attacks,opp_e_f_shots_total,opp_e_f_shots_on_target,opp_e_f_ball_safe,opp_e_f_possession,opp_e_f_attacks,prev_opp_e_f_dangerous_attacks,prev_opp_e_f_shots_total,prev_opp_e_f_shots_on_target,prev_opp_e_f_ball_safe,prev_opp_e_f_possession,prev_opp_e_f_attacks,opp_opp_e_f_dangerous_attacks,opp_opp_e_f_shots_total,opp_opp_e_f_shots_on_target,opp_opp_e_f_ball_safe,opp_opp_e_f_possession,opp_opp_e_f_attacks
220,220,13,0,1,4,2,1,-1,-3,0.398305084746,0.847985347985,1,0,0,-1,-4,0.346153846154,0.326923076923,48.0,46.6666666667,96.8333333333,103.833333333,49.5,51.1666666667,1.85714285714,1.83333333333,7.83333333333,4.66666666667,6.66666666667,3.5,11.6666666667,7.0,90.6666666667,99.6666666667,7.0,6.0,48.0,46.6666666667,96.8333333333,87.5,46.8,43.75,1.0,1.0,6.8,2.75,3.4,1.75,6.4,6.5,96.8,95.0,6.0,5.0,50.3333333333,9.33333333333,5.08333333333,95.1666666667,47.3333333333,100.333333333,45.4444444444,6.44444444444,2.66666666667,96.0,46.3333333333,91.7777777778,46.6923076923,10.0,6.0,92.6153846154,48.8461538462,93.2307692308,47.6363636364,9.63636363636,4.81818181818,89.0909090909,49.4545454545,92.0909090909
221,221,14,1,1,1,1,1,-1,-3,0.40625,1.31112263417,0,1,1,0,1,0.570175438596,0.659420289855,48.0,46.6666666667,96.8333333333,103.833333333,49.5,51.1666666667,1.85714285714,1.57142857143,7.83333333333,4.66666666667,6.66666666667,3.5,11.6666666667,7.0,90.6666666667,99.6666666667,7.0,7.0,48.0,46.6666666667,96.8333333333,92.0,48.8333333333,47.4,1.28571428571,1.33333333333,3.66666666667,3.4,4.5,4.0,7.16666666667,8.0,104.333333333,93.8,7.0,6.0,50.3333333333,9.33333333333,5.08333333333,95.1666666667,47.3333333333,100.333333333,48.1818181818,7.54545454545,4.27272727273,99.5454545455,48.4545454545,98.8181818182,45.4444444444,6.44444444444,2.66666666667,96.0,46.3333333333,91.7777777778,53.3076923077,10.9230769231,5.53846153846,90.7692307692,50.6923076923,98.0
222,222,15,0,1,1,0,1,-1,-2,0.441176470588,1.46127790608,1,1,1,0,2,0.65,0.474358974359,47.1428571429,46.6666666667,94.7142857143,103.833333333,47.7142857143,51.1666666667,1.625,1.57142857143,6.85714285714,4.66666666667,5.85714285714,3.5,10.1428571429,7.0,89.7142857143,99.6666666667,8.0,7.0,47.1428571429,46.6666666667,94.7142857143,75.6666666667,42.25,32.0,0.75,1.77777777778,4.25,3.57142857143,4.5,3.85714285714,8.75,6.85714285714,84.25,75.5714285714,4.0,9.0,49.3076923077,8.69230769231,4.76923076923,94.3076923077,46.9230769231,98.9230769231,35.7272727273,7.54545454545,4.09090909091,78.7272727273,47.8181818182,81.5,48.8333333333,7.58333333333,4.16666666667,97.9166666667,49.25,98.0,55.25,11.3333333333,5.41666666667,102.333333333,57.0833333333,108.916666667
223,223,16,1,1,2,2,1,-1,-2,0.445205479452,0.89864366381,0,0,1,-1,-2,0.365671641791,0.406666666667,47.1428571429,46.7142857143,94.7142857143,102.571428571,47.7142857143,50.4285714286,1.625,1.75,6.85714285714,5.0,5.85714285714,4.0,10.1428571429,7.28571428571,89.7142857143,97.8571428571,8.0,8.0,47.1428571429,46.7142857143,94.7142857143,91.8333333333,48.8571428571,44.0,1.42857142857,0.5,4.71428571429,5.33333333333,5.14285714286,4.16666666667,10.5714285714,8.5,83.7142857143,93.1666666667,7.0,8.0,49.0714285714,8.71428571429,4.92857142857,93.7857142857,46.9285714286,98.6428571429,46.6153846154,9.61538461538,4.69230769231,88.0769230769,49.6153846154,91.6923076923,37.3333333333,7.91666666667,4.16666666667,79.0,48.25,82.7272727273,53.9230769231,9.92307692308,4.53846153846,99.4615384615,48.6153846154,109.230769231
224,224,17,0,1,3,2,1,-1,-1,0.474025974026,1.59917953756,1,2,1,0,8,0.719178082192,0.567567567568,47.625,46.7142857143,97.375,102.571428571,49.875,50.4285714286,1.55555555556,1.75,6.75,5.0,6.25,4.0,10.75,7.28571428571,90.875,97.8571428571,9.0,8.0,47.625,46.7142857143,97.375,91.8571428571,49.5714285714,41.7142857143,2.25,2.375,4.71428571429,3.0,5.85714285714,5.0,10.0,8.0,85.4285714286,90.4285714286,8.0,8.0,50.1333333333,9.13333333333,5.2,94.1333333333,47.2,99.8,45.6428571429,9.0,5.42857142857,87.9285714286,50.2142857143,91.9285714286,46.8,9.93333333333,4.8,88.3333333333,49.5333333333,92.9333333333,47.2142857143,7.92857142857,4.28571428571,91.7857142857,51.8571428571,99.5
225,225,17,0,1,3,2,1,-1,-1,0.474025974026,1.043321513,1,1,1,0,3,0.4375,0.554347826087,47.625,46.7142857143,97.375,102.571428571,49.875,50.4285714286,1.55555555556,1.75,6.75,5.0,6.25,4.0,10.75,7.28571428571,90.875,97.8571428571,9.0,8.0,47.625,46.7142857143,97.375,110.666666667,77.0,56.3333333333,1.125,2.4,6.0,5.0,7.0,4.11111111111,13.0,7.11111111111,109.666666667,96.2222222222,8.0,10.0,50.1333333333,9.13333333333,5.2,94.1333333333,47.2,99.8,64.6,9.46666666667,5.26666666667,101.6,50.0666666667,119.2,46.8,9.93333333333,4.8,88.3333333333,49.5333333333,92.9333333333,52.0666666667,11.2,5.6,100.866666667,56.4666666667,103.733333333
226,226,19,1,1,0,0,1,-1,-1,0.477011494253,1.29012345679,0,1,1,0,3,0.561728395062,0.60843373494,47.625,44.6666666667,97.375,101.888888889,49.875,49.2222222222,1.55555555556,1.7,6.75,4.22222222222,6.25,4.0,10.75,7.22222222222,90.875,97.2222222222,9.0,10.0,47.625,44.6666666667,97.375,98.125,51.2857142857,41.25,1.25,1.75,5.28571428571,3.5,6.14285714286,5.25,10.0,8.875,106.714285714,92.625,8.0,9.0,49.5294117647,8.88235294118,5.05882352941,94.2352941176,46.0588235294,99.7647058824,45.9333333333,9.4,5.66666666667,99.2,49.8,105.0,65.875,9.6875,5.1875,101.5,50.8125,120.1875,38.8125,8.0625,4.0625,79.875,49.0625,85.0
227,227,19,1,1,0,0,1,-1,-1,0.477011494253,0.884813434767,0,1,0,-1,-6,0.355263157895,0.5,47.625,44.6666666667,97.375,101.888888889,49.875,49.2222222222,1.55555555556,1.7,6.75,4.22222222222,6.25,4.0,10.75,7.22222222222,90.875,97.2222222222,9.0,10.0,47.625,44.6666666667,97.375,93.2857142857,51.8571428571,50.2857142857,1.25,1.42857142857,6.14285714286,5.14285714286,4.85714285714,4.57142857143,10.1428571429,8.57142857143,87.0,96.4285714286,8.0,8.0,49.5294117647,8.88235294118,5.05882352941,94.2352941176,46.0588235294,99.7647058824,51.0714285714,9.35714285714,4.71428571429,91.7142857143,51.2857142857,94.1428571429,65.875,9.6875,5.1875,101.5,50.8125,120.1875,53.6153846154,9.23076923077,4.76923076923,103.538461538,48.7692307692,109.846153846
228,228,21,0,1,3,1,1,0,1,0.5,1.0647705018,1,1,1,-1,-1,0.442307692308,0.706896551724,47.9,44.6666666667,99.0,101.888888889,48.4,49.2222222222,1.45454545455,1.7,6.4,4.22222222222,6.5,4.0,10.8,7.22222222222,92.8,97.2222222222,11.0,10.0,47.9,44.6666666667,99.0,109.272727273,59.0,51.0909090909,1.27272727273,1.81818181818,5.66666666667,5.90909090909,6.0,3.63636363636,12.6666666667,8.18181818182,102.333333333,94.9090909091,11.0,11.0,48.7894736842,9.10526315789,5.31578947368,94.8947368421,46.3684210526,100.368421053,54.65,10.2,4.7,98.25,52.25,113.65,51.625,9.4375,4.8125,91.25,51.75,94.0625,46.9411764706,9.11764705882,5.23529411765,89.1176470588,51.2941176471,93.0588235294
229,229,22,1,1,0,1,1,0,0,0.48,1.10514233242,0,1,1,0,0,0.462962962963,0.48,47.9,44.7,99.0,102.5,48.4,48.8,1.45454545455,1.81818181818,6.4,4.2,6.5,3.7,10.8,7.2,92.8,98.1,11.0,11.0,47.9,44.7,99.0,109.272727273,58.2,51.0909090909,1.33333333333,1.81818181818,5.6,5.90909090909,5.9,3.63636363636,12.3,8.18181818182,103.1,94.9090909091,12.0,11.0,48.6,9.0,5.1,95.45,46.3,100.75,54.4761904762,10.1428571429,4.71428571429,98.8095238095,52.380952381,114.285714286,54.4761904762,10.1428571429,4.71428571429,98.8095238095,52.380952381,114.285714286,48.6,9.0,5.1,95.45,46.3,100.75
230,230,23,0,1,3,0,1,0,3,0.5,1.06296296296,1,1,1,0,0,0.449494949495,0.489690721649,46.0909090909,44.7,98.1818181818,102.5,47.4545454545,48.8,1.33333333333,1.81818181818,5.81818181818,4.2,6.27272727273,3.7,10.3636363636,7.2,93.6363636364,98.1,12.0,11.0,46.0909090909,44.7,98.1818181818,89.5714285714,56.5454545455,40.0,1.90909090909,1.88888888889,4.09090909091,4.85714285714,4.72727272727,3.57142857143,11.0909090909,7.57142857143,100.181818182,90.8571428571,11.0,9.0,48.0952380952,8.85714285714,5.04761904762,95.7619047619,45.4285714286,100.238095238,50.1111111111,9.72222222222,4.27777777778,96.5555555556,48.7222222222,103.055555556,56.5909090909,10.0454545455,4.63636363636,98.5909090909,53.2727272727,116.136363636,49.6111111111,9.33333333333,4.77777777778,93.2222222222,49.1666666667,101.388888889
231,231,24,0,1,0,2,1,0,1,0.481481481481,1.05478486901,1,1,1,0,0,0.439393939394,0.572727272727,46.0909090909,44.7272727273,98.1818181818,100.272727273,47.4545454545,47.8181818182,1.33333333333,1.91666666667,5.81818181818,4.18181818182,6.27272727273,3.63636363636,10.3636363636,7.45454545455,93.6363636364,96.4545454545,12.0,12.0,46.0909090909,44.7272727273,98.1818181818,95.4444444444,54.5,50.4444444444,0.909090909091,1.77777777778,5.7,5.66666666667,5.2,4.55555555556,10.6,8.66666666667,88.0,96.1111111111,11.0,10.0,47.6363636364,8.90909090909,4.95454545455,95.0454545455,45.4090909091,99.2272727273,52.5789473684,9.68421052632,4.89473684211,91.8421052632,51.8947368421,96.3157894737,49.7368421053,9.84210526316,4.42105263158,95.5263157895,49.0526315789,101.684210526,40.4090909091,8.40909090909,4.13636363636,80.9090909091,48.6363636364,84.6666666667
232,232,1,0,0,0,2,0,-2,-2,0.0,2.0,1,3,3,1,1,1.0,0.0,48.0,48.3340375525,143.0,97.6178600524,77.0,48.0915362479,1.0,1.83671114964,2.0,4.16590153142,0.0,4.1918022718,7.0,8.13783220611,115.0,92.8793183381,1.0,0.0,48.0,48.3340375525,143.0,101.0,53.9948416127,49.0,1.49731224486,1.0,5.7585156038,2.0,5.60542029843,6.0,10.52197504,11.0,94.5018922414,102.0,0.0,1.0,77.0,7.0,0.0,115.0,48.0,143.0,49.0,11.0,6.0,102.0,43.0,101.0,50.0,10.0,6.0,128.0,52.0,111.0,64.0,14.0,9.0,81.0,57.0,91.0
233,233,2,1,0,0,3,0,-3,-5,0.0,1.61111111111,0,2,4,2,5,0.722222222222,0.5,48.0,44.0,143.0,121.0,77.0,60.0,1.0,1.0,2.0,5.0,0.0,3.0,7.0,6.0,115.0,101.0,1.0,1.0,48.0,44.0,143.0,97.6178600524,44.0,48.0915362479,2.0,1.83671114964,3.0,4.16590153142,5.0,4.1918022718,10.0,8.13783220611,79.0,92.8793183381,2.0,0.0,68.5,6.5,1.5,108.0,46.0,132.0,44.0,10.0,5.0,79.0,48.0,78.0,47.0,10.5,6.5,110.5,49.5,110.0,55.0,9.0,6.5,79.0,49.0,95.0
234,234,3,0,1,4,3,1,-2,-4,0.285714285714,0.937875510695,1,0,1,-1,-3,0.394736842105,0.5,48.0,44.0,128.0,121.0,68.5,60.0,1.0,1.0,6.0,5.0,5.5,3.0,10.5,6.0,113.0,101.0,2.0,1.0,48.0,44.0,128.0,109.666666667,68.0,59.6666666667,1.0,1.66666666667,4.0,2.0,3.0,4.33333333333,8.0,9.0,93.0,92.0,1.0,3.0,65.6666666667,9.0,4.66666666667,109.0,46.6666666667,125.666666667,61.75,8.75,4.0,92.25,48.0,110.0,49.5,10.0,5.25,85.0,49.5,90.0,59.25,12.0,6.5,110.25,63.0,118.75
235,235,4,1,0,0,1,1,-2,-5,0.222222222222,1.55873015873,0,2,1,0,2,0.7,0.75,48.0,48.0,128.0,117.5,68.5,57.0,1.0,1.5,6.0,7.0,5.5,4.0,10.5,6.5,113.0,107.5,2.0,2.0,48.0,48.0,128.0,143.0,52.6666666667,73.0,1.0,2.0,5.33333333333,6.0,3.66666666667,4.0,9.0,6.0,101.333333333,110.0,3.0,1.0,62.75,8.5,4.75,110.25,48.0,122.75,57.75,8.25,3.75,103.5,55.0,118.0,62.6,8.6,4.4,96.8,48.0,115.0,31.5,7.0,4.75,70.0,50.75,77.3333333333
236,236,5,0,0,0,2,0,-2,-7,0.166666666667,1.35394932936,1,1,1,0,0,0.590909090909,0.678571428571,53.3333333333,48.0,133.666666667,117.5,74.0,57.0,1.0,1.5,6.33333333333,7.0,6.33333333333,4.0,13.0,6.5,118.0,107.5,3.0,2.0,53.3333333333,48.0,133.666666667,81.0,52.0,41.5,2.0,2.0,4.0,2.0,3.66666666667,3.5,6.0,5.5,98.0,87.5,3.0,2.0,67.2,10.4,5.4,113.8,51.2,127.2,47.8,5.8,3.6,93.8,47.6,94.2,56.4,8.0,3.6,104.4,51.2,118.0,54.5,12.6666666667,6.16666666667,87.6666666667,50.8333333333,103.333333333
237,237,5,0,0,0,2,0,-2,-7,0.166666666667,1.18595041322,1,1,0,0,0,0.5,0.791666666667,53.3333333333,48.0,133.666666667,117.5,74.0,57.0,1.0,1.5,6.33333333333,7.0,6.33333333333,4.0,13.0,6.5,118.0,107.5,3.0,2.0,53.3333333333,48.0,133.666666667,97.0,58.5,47.0,3.0,2.66666666667,7.0,5.0,7.0,4.66666666667,11.0,8.0,88.0,100.666666667,2.0,3.0,67.2,10.4,5.4,113.8,51.2,127.2,51.6,9.2,5.6,95.6,53.6,98.6,56.4,8.0,3.6,104.4,51.2,118.0,33.2,6.8,4.4,74.8,49.6,79.25
238,238,7,1,0,1,2,0,-2,-10,0.125,1.37540483902,0,1,1,0,3,0.603448275862,0.5,53.3333333333,48.75,133.666666667,110.5,74.0,59.5,1.0,2.0,6.33333333333,6.5,6.33333333333,4.0,13.0,6.75,118.0,95.0,3.0,4.0,53.3333333333,48.75,133.666666667,101.0,55.5,36.5,2.0,1.0,7.25,5.0,6.5,4.0,11.0,8.5,89.25,106.5,4.0,2.0,65.7142857143,9.42857142857,5.0,104.857142857,50.7142857143,120.428571429,49.1666666667,10.1666666667,5.66666666667,95.0,47.0,106.8,48.1428571429,9.57142857143,6.0,93.5714285714,51.2857142857,97.0,65.4285714286,10.2857142857,5.42857142857,100.142857143,49.1428571429,119.285714286
239,239,8,1,0,3,2,1,-2,-9,0.222222222222,1.53794162826,0,1,1,0,2,0.690476190476,0.445945945946,53.5,48.75,132.5,110.5,77.0,59.5,1.0,2.0,6.75,6.5,6.75,4.0,13.75,6.75,113.5,95.0,4.0,4.0,53.5,48.75,132.5,96.25,55.6,52.75,2.0,2.75,6.2,5.5,6.4,4.75,14.0,9.5,88.6,86.75,5.0,4.0,68.25,10.25,5.375,104.25,51.125,121.5,54.3333333333,12.0,5.66666666667,87.7777777778,51.4444444444,98.5555555556,49.0,10.0,5.28571428571,96.5714285714,46.8571428571,106.166666667,44.625,9.0,5.125,95.875,48.0,93.125
240,240,9,0,1,4,0,1,-1,-5,0.3,1.2121407814,1,1,1,0,2,0.526315789474,0.457446808511,53.6,48.75,132.8,110.5,78.4,59.5,1.0,2.0,6.4,6.5,7.6,4.0,14.2,6.75,111.8,95.0,5.0,4.0,53.6,48.75,132.8,100.0,55.5,41.25,2.0,2.0,7.25,5.0,6.5,3.5,11.0,9.0,89.25,104.25,4.0,4.0,70.0,10.8888888889,6.0,104.333333333,51.4444444444,122.888888889,48.375,10.0,5.0,96.75,46.75,104.571428571,54.1,11.9,5.6,90.3,50.9,98.4,62.7,10.5,5.4,94.3,50.3,113.7
241,241,10,0,1,1,1,1,-1,-5,0.322222222222,0.898260869565,1,1,1,-1,-2,0.36,0.52,53.6,49.0,132.8,114.4,78.4,62.8,1.0,2.4,6.4,5.2,7.6,3.6,14.2,6.0,111.8,96.0,5.0,5.0,53.6,49.0,132.8,98.25,61.8333333333,45.25,1.83333333333,3.0,4.16666666667,3.75,5.5,3.5,12.5,6.25,103.166666667,98.0,6.0,4.0,70.6,10.1,5.6,103.9,51.3,123.6,55.2,10.0,4.7,101.1,49.6,111.1,51.2222222222,9.66666666667,4.88888888889,99.4444444444,47.1111111111,107.625,56.6,11.3,5.4,103.9,58.3,110.9
242,242,11,1,0,0,2,1,-1,-7,0.295918367347,0.80584918957,0,0,0,-1,-4,0.318181818182,0.463636363636,53.6,50.5,132.8,114.0,78.4,62.8333333333,1.0,2.33333333333,6.4,4.5,7.6,4.0,14.2,6.83333333333,111.8,94.5,5.0,6.0,53.6,50.5,132.8,87.5,46.8,43.75,1.25,1.25,6.8,2.75,3.4,1.75,6.4,6.5,96.8,95.0,5.0,4.0,69.9090909091,10.1818181818,5.63636363636,102.363636364,51.9090909091,122.545454545,45.4444444444,6.44444444444,2.66666666667,96.0,46.3333333333,91.7777777778,55.0,9.90909090909,4.81818181818,99.7272727273,48.9090909091,109.818181818,61.5833333333,10.9166666667,5.75,91.8333333333,50.3333333333,111.833333333
243,243,11,0,0,0,2,1,-1,-7,0.295918367347,1.29388000688,1,1,1,0,1,0.571428571429,0.354545454545,53.6,50.5,132.8,114.0,78.4,62.8333333333,1.0,2.33333333333,6.4,4.5,7.6,4.0,14.2,6.83333333333,111.8,94.5,5.0,6.0,53.6,50.5,132.8,98.6,59.5,47.8,2.33333333333,2.6,6.66666666667,3.8,6.0,4.8,12.0,10.2,111.333333333,94.0,6.0,5.0,69.9090909091,10.1818181818,5.63636363636,102.363636364,51.9090909091,122.545454545,54.1818181818,11.1818181818,5.45454545455,103.454545455,56.7272727273,108.454545455,55.0,9.90909090909,4.81818181818,99.7272727273,48.9090909091,109.818181818,50.3333333333,9.33333333333,5.08333333333,95.1666666667,47.3333333333,100.333333333
244,244,13,1,1,7,0,1,0,1,0.415254237288,1.23151927438,0,1,1,0,2,0.533333333333,0.401960784314,53.6,50.5,132.8,114.0,78.4,62.8333333333,0.833333333333,2.0,6.4,4.5,7.6,4.0,14.2,6.83333333333,111.8,94.5,6.0,7.0,53.6,50.5,132.8,114.75,58.0,52.25,1.5,1.875,7.5,3.875,7.0,4.625,13.0,8.625,81.0,112.125,4.0,8.0,69.9090909091,10.1818181818,5.63636363636,102.363636364,51.9090909091,122.545454545,53.4,9.5,5.1,105.9,47.6,112.6,54.1818181818,11.1818181818,5.45454545455,103.454545455,56.7272727273,108.454545455,55.9,9.8,5.2,90.8,52.9,96.3
245,245,14,1,1,3,0,1,0,4,0.452380952381,0.981291208086,0,1,1,-1,-2,0.401639344262,0.4,53.6,50.5,132.8,114.0,78.4,62.8333333333,0.714285714286,2.0,6.4,4.5,7.6,4.0,14.2,6.83333333333,111.8,94.5,7.0,7.0,53.6,50.5,132.8,95.0,52.1666666667,51.0,1.42857142857,1.6,6.5,4.6,5.5,5.4,10.5,8.6,89.1666666667,95.2,7.0,6.0,69.9090909091,10.1818181818,5.63636363636,102.363636364,51.9090909091,122.545454545,51.6363636364,9.63636363636,5.45454545455,91.9090909091,52.1818181818,96.1818181818,53.4,9.5,5.1,105.9,47.6,112.6,55.3333333333,10.0833333333,4.58333333333,98.9166666667,48.75,109.916666667
246,246,15,0,1,2,0,1,0,6,0.485074626866,1.43857972355,1,1,1,0,2,0.638461538462,0.445205479452,52.6666666667,50.5,132.0,114.0,77.0,62.8333333333,1.125,2.0,6.0,4.5,7.0,4.0,13.0,6.83333333333,109.666666667,94.5,8.0,7.0,52.6666666667,50.5,132.0,75.6666666667,44.8,32.0,1.0,1.77777777778,4.2,3.57142857143,4.6,3.85714285714,9.4,6.85714285714,83.8,75.5714285714,5.0,9.0,69.9166666667,9.91666666667,5.5,102.083333333,51.5833333333,123.0,37.3333333333,7.91666666667,4.16666666667,79.0,48.25,82.7272727273,51.5,9.91666666667,5.33333333333,93.1666666667,52.1666666667,96.6666666667,49.0714285714,8.71428571429,4.92857142857,93.7857142857,46.9285714286,98.6428571429
247,247,15,0,1,2,0,1,0,6,0.485074626866,1.01873267498,1,1,1,-1,-3,0.421875,0.544776119403,52.6666666667,50.5,132.0,114.0,77.0,62.8333333333,1.125,2.0,6.0,4.5,7.0,4.0,13.0,6.83333333333,109.666666667,94.5,8.0,7.0,52.6666666667,50.5,132.0,91.8333333333,52.3333333333,53.6666666667,1.0,0.857142857143,8.0,5.16666666667,5.0,4.5,9.5,9.0,95.3333333333,82.5,7.0,7.0,69.9166666667,9.91666666667,5.5,102.083333333,51.5833333333,123.0,53.0,9.25,4.75,88.9166666667,53.0,93.0833333333,51.5,9.91666666667,5.33333333333,93.1666666667,52.1666666667,96.6666666667,46.8333333333,9.66666666667,5.83333333333,98.1666666667,49.0,105.166666667
248,248,17,0,1,1,1,1,0,5,0.460526315789,1.22813347008,1,1,1,-1,-4,0.534090909091,0.345070422535,52.6666666667,48.5,132.0,109.375,77.0,56.5,1.125,2.33333333333,6.0,4.375,7.0,3.875,13.0,6.875,109.666666667,95.375,8.0,9.0,52.6666666667,48.5,132.0,94.3333333333,59.375,45.3333333333,1.9,2.28571428571,5.625,4.0,6.0,4.83333333333,12.375,9.5,107.5,92.0,10.0,7.0,65.2857142857,9.5,5.21428571429,101.5,50.2857142857,119.071428571,53.3571428571,11.1428571429,5.5,100.857142857,56.7142857143,105.071428571,53.1538461538,9.30769230769,4.61538461538,90.3076923077,53.3076923077,94.8461538462,51.3846153846,9.76923076923,5.0,91.6923076923,51.7692307692,95.5384615385
249,249,18,1,1,0,2,1,0,3,0.4375,1.12105093488,0,1,1,-1,-1,0.474025974026,0.38,52.6666666667,48.3333333333,132.0,110.666666667,77.0,56.3333333333,1.125,2.4,6.0,5.0,7.0,4.11111111111,13.0,7.11111111111,109.666666667,96.2222222222,8.0,10.0,52.6666666667,48.3333333333,132.0,102.571428571,49.875,50.4285714286,1.55555555556,1.75,6.75,5.0,6.25,4.0,10.75,7.28571428571,90.875,97.8571428571,9.0,8.0,64.6,9.46666666667,5.26666666667,101.6,50.0666666667,119.2,50.1333333333,9.13333333333,5.2,94.1333333333,47.2,99.8,52.0666666667,11.2,5.6,100.866666667,56.4666666667,103.733333333,46.8,9.93333333333,4.8,88.3333333333,49.5333333333,92.9333333333
250,250,19,1,1,0,0,1,0,3,0.441176470588,1.19106484872,0,1,1,-1,-1,0.512658227848,0.3875,54.0,48.3333333333,132.428571429,110.666666667,78.1428571429,56.3333333333,1.11111111111,2.4,6.14285714286,5.0,6.57142857143,4.11111111111,13.0,7.11111111111,108.285714286,96.2222222222,9.0,10.0,54.0,48.3333333333,132.428571429,94.5,56.375,38.6666666667,1.77777777778,1.42857142857,7.0,4.83333333333,5.5,2.5,10.375,7.33333333333,96.0,102.166666667,10.0,7.0,65.875,9.6875,5.1875,101.5,50.8125,120.1875,48.7857142857,9.07142857143,4.21428571429,98.6428571429,47.7142857143,101.538461538,49.5294117647,8.88235294118,5.05882352941,94.2352941176,46.0588235294,99.7647058824,46.3125,10.0625,4.8125,89.1875,49.25,93.0625
251,251,19,0,1,0,0,1,0,3,0.441176470588,1.21333935562,1,1,1,0,3,0.524691358025,0.3875,54.0,48.3333333333,132.428571429,110.666666667,78.1428571429,56.3333333333,1.11111111111,2.4,6.14285714286,5.0,6.57142857143,4.11111111111,13.0,7.11111111111,108.285714286,96.2222222222,9.0,10.0,54.0,48.3333333333,132.428571429,100.285714286,47.375,55.5714285714,1.22222222222,1.33333333333,5.75,5.0,5.5,3.71428571429,10.625,7.85714285714,92.25,97.4285714286,9.0,9.0,65.875,9.6875,5.1875,101.5,50.8125,120.1875,51.2,9.33333333333,4.66666666667,94.6666666667,49.0,104.066666667,49.5294117647,8.88235294118,5.05882352941,94.2352941176,46.0588235294,99.7647058824,46.3125,10.0625,4.8125,89.1875,49.25,93.0625
252,252,21,0,1,2,2,1,0,5,0.468085106383,0.910726280264,1,1,1,-1,-6,0.37012987013,0.66,53.875,48.2,127.5,110.6,74.375,54.9,1.1,2.36363636364,6.0,4.9,6.5,4.2,12.5,7.1,103.625,96.1,10.0,11.0,53.875,48.2,127.5,84.8571428571,42.8571428571,41.2857142857,1.25,1.0,5.85714285714,3.28571428571,3.57142857143,2.57142857143,6.57142857143,6.57142857143,93.7142857143,92.8571428571,9.0,8.0,63.5555555556,9.5,5.22222222222,99.4444444444,50.7222222222,118.111111111,42.0714285714,6.57142857143,3.07142857143,93.2857142857,45.8571428571,89.0,50.375,9.5,4.875,95.625,49.25,103.25,50.7,10.3,5.4,89.4,51.25,96.75
253,253,22,0,1,2,2,1,0,5,0.469696969697,1.3700563893,1,1,1,0,13,0.603448275862,0.376404494382,53.875,49.1818181818,127.5,110.818181818,74.375,54.4545454545,1.1,2.41666666667,6.0,5.36363636364,6.5,4.09090909091,12.5,7.0,103.625,95.7272727273,10.0,12.0,53.875,49.1818181818,127.5,100.75,46.8888888889,46.75,1.4,2.0,4.33333333333,2.875,5.33333333333,2.75,8.66666666667,6.625,91.2222222222,97.875,10.0,9.0,62.8421052632,9.31578947368,5.10526315789,99.0526315789,51.1578947368,117.842105263,46.8235294118,7.70588235294,4.11764705882,94.3529411765,51.2941176471,100.764705882,41.5333333333,6.53333333333,3.13333333333,93.6,45.5333333333,88.6666666667,52.2941176471,9.64705882353,4.94117647059,91.7058823529,52.0588235294,95.5882352941
254,254,23,1,1,2,2,1,0,5,0.471153846154,1.24427433142,0,1,1,0,2,0.539603960396,0.360215053763,53.875,48.6666666667,127.5,110.0,74.375,53.25,1.1,2.38461538462,6.0,5.33333333333,6.5,4.25,12.5,7.25,103.625,95.8333333333,10.0,13.0,53.875,48.6666666667,127.5,98.9,52.7777777778,40.5,1.4,1.9,6.0,3.5,5.77777777778,5.0,10.7777777778,8.7,103.0,95.8,10.0,11.0,61.7,9.35,5.15,98.95,50.75,117.0,46.3157894737,9.68421052632,5.36842105263,99.2105263158,50.0526315789,104.157894737,46.9444444444,7.61111111111,4.11111111111,94.7222222222,51.6111111111,101.444444444,46.7368421053,9.89473684211,4.78947368421,90.0526315789,49.3157894737,93.5789473684
