,match_id,team_id,team_name,opp_id,opp_name,scheduled,round,games_played,is_home,current_formation,current_record,opp_record,goals_for,opp_goals_for,goals_against,opp_goals_against,rpi,goals,points,current_team_possession,current_team_yellow_cards,current_team_goal_attempts,current_team_dangerous_attacks,current_team_sec_half_goals,current_team_saves,current_team_corner_kicks,current_team_ball_safe,current_team_first_half_goals,current_team_shots_on_target,current_team_attacks,current_team_goal_attempts_allowed,current_team_goal_kicks,current_team_shots_total,opp_team_possession,opp_team_yellow_cards,opp_team_goal_attempts,opp_team_dangerous_attacks,opp_team_sec_half_goals,opp_team_saves,opp_team_corner_kicks,opp_team_ball_safe,opp_team_first_half_goals,opp_team_shots_on_target,opp_team_attacks,opp_team_goal_attempts_allowed,opp_team_goal_kicks,opp_team_shots_total,offensive_ranking,opp_defensive_ranking,rpi_ranking,opp_rpi_ranking
23,55.0,44,Everton FC,55.0,Bournemouth AFC,2016-09-24 14:00:00,6,3.0,0,4-2-3-1,1.0,0.5,7,2,1,5,0.529761904762,0,0,173.0,5.0,37.0,138.0,4,5.0,20.0,325.0,3,21.0,334.0,13.0,16.0,37.0,139.0,3.0,22.0,138.0,1,15.0,19.0,242.0,1,12.0,211.0,39.0,34.0,22.0,1.0,0.66666,0.66666,1.0
24,52.0,45,Swansea City,42.0,Manchester City,2016-09-24 14:00:00,6,3.0,1,4-3-3,0.192307692308,1.0,3,9,5,2,0.417395104895,0,0,147.0,6.0,19.0,123.0,3,10.0,8.0,275.0,0,9.0,279.0,36.0,31.0,19.0,187.0,4.0,43.0,174.0,3,5.0,14.0,288.0,6,22.0,327.0,19.0,18.0,43.0,0.0,0.0,0.0,1.0
25,56.0,46,West Bromwich Albion,49.0,Stoke City,2016-09-24 14:00:00,6,3.0,0,4-2-3-1,0.5,0.0,4,1,3,9,0.302325581395,0,0,126.0,6.0,25.0,140.0,1,9.0,12.0,269.0,3,14.0,233.0,27.0,26.0,25.0,139.0,5.0,25.0,117.0,1,14.0,17.0,255.0,0,8.0,295.0,31.0,17.0,25.0,0.33333,0.33333,0.0,0.33333
26,59.0,47,West Ham United,41.0,Southampton FC,2016-09-25 15:00:00,6,3.0,1,4-3-3,0.0,0.5,5,3,11,3,0.303571428571,0,0,150.0,6.0,27.0,176.0,3,8.0,14.0,277.0,2,11.0,305.0,35.0,28.0,27.0,169.0,8.0,33.0,169.0,2,4.0,13.0,289.0,1,17.0,314.0,20.0,26.0,33.0,0.33333,0.33333,0.0,0.0
27,58.0,48,Chelsea FC,43.0,Arsenal FC,2016-09-24 16:30:00,6,3.0,0,4-2-3-1,0.433333333333,1.0,6,9,4,3,0.685714285714,0,0,171.0,7.0,34.0,180.0,3,1.0,26.0,262.0,3,15.0,299.0,12.0,11.0,34.0,175.0,5.0,34.0,180.0,4,11.0,12.0,292.0,5,19.0,307.0,25.0,22.0,34.0,0.66666,0.33333,1.0,0.33333
28,56.0,49,Stoke City,46.0,West Bromwich Albion,2016-09-24 14:00:00,6,3.0,1,4-2-3-1,0.0,0.5,1,4,9,3,0.470238095238,0,0,139.0,5.0,25.0,117.0,1,14.0,17.0,255.0,0,8.0,295.0,31.0,17.0,25.0,126.0,6.0,25.0,140.0,1,9.0,12.0,269.0,3,14.0,233.0,27.0,26.0,25.0,0.33333,1.0,0.33333,0.0
29,54.0,50,Hull City,56.0,Liverpool FC,2016-09-24 14:00:00,6,3.0,0,4-3-3,0.147058823529,0.833333333333,2,7,6,3,0.640025575448,0,0,121.0,2.0,21.0,84.0,2,15.0,12.0,306.0,0,8.0,262.0,41.0,34.0,21.0,159.0,7.0,26.0,150.0,2,6.0,10.0,297.0,5,18.0,306.0,23.0,26.0,26.0,0.0,0.66666,1.0,0.66666
30,57.0,51,Middlesbrough FC,54.0,Tottenham Hotspur,2016-09-24 14:00:00,6,3.0,1,4-2-3-1,0.166666666667,0.833333333333,2,6,5,1,0.570075757576,0,0,145.0,5.0,18.0,126.0,0,9.0,13.0,311.0,2,7.0,322.0,24.0,24.0,18.0,169.0,6.0,44.0,148.0,5,6.0,27.0,278.0,1,24.0,316.0,23.0,22.0,44.0,0.0,0.0,1.0,0.33333
31,51.0,52,Leicester City,58.0,Manchester United,2016-09-24 11:30:00,6,3.0,0,4-4-2,0.666666666667,0.375,6,3,5,5,0.359411421911,0,0,147.0,5.0,24.0,167.0,3,11.0,18.0,285.0,3,12.0,322.0,26.0,20.0,24.0,164.0,11.0,36.0,190.0,2,8.0,17.0,271.0,1,15.0,322.0,29.0,19.0,36.0,0.33333,0.0,0.0,0.66666
32,60.0,53,Burnley FC,57.0,Watford FC,2016-09-26 19:00:00,6,3.0,1,4-3-3,0.192307692308,0.625,1,8,7,6,0.488117573483,0,0,113.0,5.0,16.0,113.0,1,9.0,11.0,273.0,0,4.0,288.0,32.0,34.0,16.0,134.0,11.0,32.0,136.0,5,7.0,12.0,244.0,3,19.0,246.0,30.0,26.0,32.0,0.0,0.33333,0.66666,0.33333
33,57.0,54,Tottenham Hotspur,51.0,Middlesbrough FC,2016-09-24 14:00:00,6,3.0,0,4-2-3-1,0.833333333333,0.166666666667,6,2,1,5,0.488095238095,0,0,169.0,6.0,44.0,148.0,5,6.0,27.0,278.0,1,24.0,316.0,23.0,22.0,44.0,145.0,5.0,18.0,126.0,0,9.0,13.0,311.0,2,7.0,322.0,24.0,24.0,18.0,1.0,1.0,0.33333,1.0
34,55.0,55,Bournemouth AFC,44.0,Everton FC,2016-09-24 14:00:00,6,3.0,1,4-3-3,0.5,1.0,2,7,5,1,0.697674418605,0,0,139.0,3.0,22.0,138.0,1,15.0,19.0,242.0,1,12.0,211.0,39.0,34.0,22.0,173.0,5.0,37.0,138.0,4,5.0,20.0,325.0,3,21.0,334.0,13.0,16.0,37.0,0.33333,0.33333,1.0,0.66666
35,54.0,56,Liverpool FC,50.0,Hull City,2016-09-24 14:00:00,6,3.0,1,4-3-3,0.833333333333,0.147058823529,7,2,3,6,0.531707317073,0,0,159.0,7.0,26.0,150.0,2,6.0,10.0,297.0,5,18.0,306.0,23.0,26.0,26.0,121.0,2.0,21.0,84.0,2,15.0,12.0,306.0,0,8.0,262.0,41.0,34.0,21.0,0.66666,0.66666,0.66666,1.0
36,60.0,57,Watford FC,53.0,Burnley FC,2016-09-26 19:00:00,6,3.0,0,5-3-2,0.625,0.192307692308,8,1,6,7,0.484707446809,0,0,134.0,11.0,32.0,136.0,5,7.0,12.0,244.0,3,19.0,246.0,30.0,26.0,32.0,113.0,5.0,16.0,113.0,1,9.0,11.0,273.0,0,4.0,288.0,32.0,34.0,16.0,1.0,1.0,0.33333,0.66666
37,51.0,58,Manchester United,52.0,Leicester City,2016-09-24 11:30:00,6,3.0,1,4-2-3-1,0.375,0.666666666667,3,6,5,5,0.525815217391,0,0,164.0,11.0,36.0,190.0,2,8.0,17.0,271.0,1,15.0,322.0,29.0,19.0,36.0,147.0,5.0,24.0,167.0,3,11.0,18.0,285.0,3,12.0,322.0,26.0,20.0,24.0,0.66666,0.66666,0.66666,0.0
38,53.0,59,Crystal Palace,60.0,Sunderland AFC,2016-09-24 14:00:00,6,3.0,0,4-2-3-1,0.833333333333,0.166666666667,7,1,3,5,0.429924242424,0,0,165.0,7.0,31.0,137.0,4,9.0,26.0,274.0,3,18.0,257.0,26.0,21.0,31.0,107.0,9.0,14.0,96.0,1,23.0,11.0,243.0,0,7.0,220.0,50.0,37.0,14.0,0.66666,1.0,0.33333,0.66666
39,53.0,60,Sunderland AFC,59.0,Crystal Palace,2016-09-24 14:00:00,6,3.0,1,4-3-3,0.166666666667,0.833333333333,1,7,5,3,0.543560606061,0,0,107.0,9.0,14.0,96.0,1,23.0,11.0,243.0,0,7.0,220.0,50.0,37.0,14.0,165.0,7.0,31.0,137.0,4,9.0,26.0,274.0,3,18.0,257.0,26.0,21.0,31.0,0.0,0.66666,0.66666,0.33333
40,44.0,61,1899 Hoffenheim,62.0,FC Schalke 04,2016-09-25 13:30:00,5,3.0,1,4-3-3,0.5,0.0,5,1,5,7,0.451704545455,0,0,176.0,6.0,31.0,164.0,4,14.0,14.0,282.0,1,12.0,297.0,36.0,29.0,31.0,153.0,5.0,17.0,145.0,0,5.0,16.0,326.0,1,13.0,348.0,26.0,30.0,17.0,1.0,1.0,0.33333,0.0
41,44.0,62,FC Schalke 04,61.0,1899 Hoffenheim,2016-09-25 13:30:00,5,3.0,0,4-2-3-1,0.0,0.5,1,5,7,5,0.433229813665,0,0,153.0,5.0,17.0,145.0,0,5.0,16.0,326.0,1,13.0,348.0,26.0,30.0,17.0,176.0,6.0,31.0,164.0,4,14.0,14.0,282.0,1,12.0,297.0,36.0,29.0,31.0,0.0,0.0,0.0,0.33333
