,is_home,current_formation,avg_points,avg_goals_for,avg_goals_against,margin,goal_diff,win_percentage,sos,opp_is_home,opp_formation,opp_avg_points,opp_avg_goals,opp_margin,opp_goal_diff,opp_win_percentage,opp_opp_record,current_team_home_possession,current_team_away_possession,current_team_home_attacks,current_team_away_attacks,current_team_home_dangerous_attacks,current_team_away_dangerous_attacks,current_team_home_yellow_card,current_team_away_yellow_card,current_team_home_corner_kicks,current_team_away_corner_kicks,current_team_home_shots_on_target,current_team_away_shots_on_target,current_team_home_shots_total,current_team_away_shots_total,current_team_home_ball_safe,current_team_away_ball_safe,current_team_home_played,current_team_away_played,current_opp_home_attacks,current_opp_away_attacks,current_opp_home_dangerous_attacks,current_opp_away_dangerous_attacks,current_opp_home_yellow_card,current_opp_away_yellow_card,current_opp_home_corner_kicks,current_opp_away_corner_kicks,current_opp_home_shots_on_target,current_opp_away_shots_on_target,current_opp_home_shots_total,current_opp_away_shots_total,current_opp_home_ball_safe,current_opp_away_ball_safe,current_opp_home_played,current_opp_away_played,e_f_dangerous_attacks,e_f_shots_total,e_f_shots_on_target,e_f_ball_safe,e_f_possession,e_f_attacks,opp_e_f_dangerous_attacks,opp_e_f_shots_total,opp_e_f_shots_on_target,opp_e_f_ball_safe,opp_e_f_possession,opp_e_f_attacks,prev_opp_e_f_dangerous_attacks,prev_opp_e_f_shots_total,prev_opp_e_f_shots_on_target,prev_opp_e_f_ball_safe,prev_opp_e_f_possession,prev_opp_e_f_attacks,opp_opp_e_f_dangerous_attacks,opp_opp_e_f_shots_total,opp_opp_e_f_shots_on_target,opp_opp_e_f_ball_safe,opp_opp_e_f_possession,opp_opp_e_f_attacks
116,0,2,1.63636363636,1.36363636364,1.0,0.363636363636,4,0.602040816327,1.19344067331,1,2,1.27272727273,1.72727272727,0.181818181818,2,0.519607843137,0.51724137931,50.0,47.6,120.2,100.2,48.2,57.8,0.666666666667,1.6,5.2,5.2,5.2,4.0,10.0,8.4,101.6,93.0,6.0,5.0,115.25,97.8,59.2,39.6,2.0,1.6,7.2,4.8,6.0,3.0,10.2,8.6,95.6,103.8,6.0,5.0,53.0,9.2,4.6,97.3,48.8,110.2,49.4,9.4,4.5,99.7,46.9,105.555555556,55.0,9.90909090909,4.81818181818,99.7272727273,48.9090909091,109.818181818,49.4545454545,10.0909090909,6.18181818182,101.363636364,49.3636363636,108.636363636
117,0,2,1.63636363636,1.36363636364,1.0,0.363636363636,4,0.602040816327,1.6371163904,1,2,2.07692307692,1.23076923077,0.538461538462,7,0.737288135593,0.362745098039,50.0,47.6,120.2,100.2,48.2,57.8,0.666666666667,1.6,5.2,5.2,5.2,4.0,10.0,8.4,101.6,93.0,6.0,5.0,92.3333333333,93.3333333333,48.1666666667,42.8333333333,2.83333333333,2.28571428571,5.16666666667,3.33333333333,6.16666666667,5.0,10.3333333333,8.0,86.3333333333,91.3333333333,6.0,7.0,53.0,9.2,4.6,97.3,48.8,110.2,45.5,9.16666666667,5.58333333333,88.8333333333,50.5,92.8333333333,55.0,9.90909090909,4.81818181818,99.7272727273,48.9090909091,109.818181818,52.2,9.6,5.2,91.0,52.1,97.1
118,1,2,1.53846153846,1.38461538462,1.07692307692,0.307692307692,4,0.584745762712,1.06253741748,0,2,1.16666666667,1.33333333333,-0.166666666667,-2,0.445454545455,0.611111111111,50.0,47.6,120.2,100.2,48.2,57.8,0.666666666667,1.14285714286,5.2,5.2,5.2,4.0,10.0,8.4,101.6,93.0,6.0,7.0,99.2,93.4,57.6,54.2,0.666666666667,0.833333333333,8.6,5.6,5.6,4.8,10.2,9.4,99.0,82.6,6.0,6.0,53.0,9.2,4.6,97.3,48.8,110.2,55.9,9.8,5.2,90.8,52.9,96.3,45.5,9.16666666667,5.58333333333,88.8333333333,50.5,92.8333333333,36.5,7.9,4.3,76.2,48.7,80.3333333333
119,0,2,1.64285714286,1.5,1.14285714286,0.357142857143,5,0.611111111111,1.10972890665,1,7,1.2,1.46666666667,-0.466666666667,-7,0.474358974359,0.65,49.6666666667,47.6,115.5,100.2,47.3333333333,57.8,1.0,1.14285714286,5.66666666667,5.2,5.66666666667,4.0,10.6666666667,8.4,98.3333333333,93.0,7.0,7.0,116.285714286,98.6,60.5714285714,47.8,1.66666666667,2.33333333333,6.42857142857,3.8,5.85714285714,4.8,12.1428571429,10.2,108.285714286,94.0,9.0,6.0,52.0909090909,9.63636363636,4.90909090909,95.9090909091,48.7272727273,108.545454545,55.25,11.3333333333,5.41666666667,102.333333333,57.0833333333,108.916666667,55.4545454545,9.54545454545,5.0,90.0,52.8181818182,95.1818181818,35.7272727273,7.54545454545,4.09090909091,78.7272727273,47.8181818182,81.5
120,1,2,1.53333333333,1.53333333333,1.26666666667,0.266666666667,4,0.574626865672,0.837715563125,0,4,0.846153846154,0.846153846154,-0.384615384615,-5,0.33606557377,0.735294117647,49.6666666667,47.0,115.5,104.333333333,47.3333333333,59.3333333333,1.0,1.25,5.66666666667,5.33333333333,5.66666666667,4.16666666667,10.6666666667,8.66666666667,98.3333333333,100.0,7.0,8.0,95.2,83.6,46.8,42.2,0.833333333333,1.0,6.8,2.8,3.4,1.8,6.4,5.8,96.8,92.8,7.0,6.0,53.3333333333,9.66666666667,4.91666666667,99.1666666667,48.3333333333,109.916666667,44.5,6.1,2.6,94.8,46.5,89.4,54.9230769231,11.5384615385,5.53846153846,102.307692308,57.0,107.538461538,46.4615384615,9.07692307692,5.46153846154,88.1538461538,50.6153846154,92.6153846154
121,1,2,1.53333333333,1.53333333333,1.26666666667,0.266666666667,4,0.574626865672,1.103117338,0,2,1.3125,1.5,-0.1875,-3,0.473333333333,0.5,49.6666666667,47.0,115.5,104.333333333,47.3333333333,59.3333333333,1.0,1.25,5.66666666667,5.33333333333,5.66666666667,4.16666666667,10.6666666667,8.66666666667,98.3333333333,100.0,7.0,8.0,95.625,91.5,50.875,43.5,1.55555555556,1.71428571429,5.5,2.16666666667,6.5,5.0,11.5,8.5,91.75,92.1666666667,9.0,7.0,53.3333333333,9.66666666667,4.91666666667,99.1666666667,48.3333333333,109.916666667,47.7142857143,10.2142857143,5.85714285714,91.9285714286,49.7142857143,93.8571428571,54.9230769231,11.5384615385,5.53846153846,102.307692308,57.0,107.538461538,59.3846153846,10.6153846154,5.69230769231,91.2307692308,49.4615384615,109.538461538
122,0,2,1.52941176471,1.70588235294,1.47058823529,0.235294117647,4,0.551948051948,0.857629204424,1,0,0.875,1.375,-0.1875,-3,0.345070422535,0.474025974026,50.25,47.0,107.375,104.333333333,47.375,59.3333333333,1.22222222222,1.25,5.75,5.33333333333,5.5,4.16666666667,10.625,8.66666666667,92.25,100.0,9.0,8.0,91.5714285714,93.2857142857,48.8571428571,44.7142857143,1.42857142857,0.666666666667,4.71428571429,5.28571428571,5.14285714286,4.42857142857,10.5714285714,9.28571428571,83.7142857143,93.5714285714,7.0,9.0,52.5,9.78571428571,4.92857142857,95.5714285714,48.8571428571,106.071428571,46.7857142857,9.92857142857,4.78571428571,88.6428571429,49.5714285714,92.4285714286,46.6666666667,10.0666666667,5.86666666667,91.6,49.8,93.2,50.1333333333,9.13333333333,5.2,94.1333333333,47.2,99.8
123,1,2,1.44444444444,1.61111111111,1.44444444444,0.166666666667,3,0.524691358025,1.04986029721,0,2,1.26315789474,1.47368421053,0.157894736842,3,0.441176470588,0.477011494253,50.25,47.5714285714,107.375,100.285714286,47.375,55.5714285714,1.22222222222,1.33333333333,5.75,5.0,5.5,3.71428571429,10.625,7.85714285714,92.25,97.4285714286,9.0,9.0,132.428571429,110.666666667,78.1428571429,56.3333333333,1.11111111111,2.4,6.14285714286,5.0,6.57142857143,4.11111111111,13.0,7.11111111111,108.285714286,96.2222222222,9.0,10.0,51.2,9.33333333333,4.66666666667,94.6666666667,49.0,104.066666667,65.875,9.6875,5.1875,101.5,50.8125,120.1875,46.3125,10.0625,4.8125,89.1875,49.25,93.0625,49.5294117647,8.88235294118,5.05882352941,94.2352941176,46.0588235294,99.7647058824
124,1,2,1.42105263158,1.63157894737,1.47368421053,0.157894736842,3,0.523255813953,1.31992166079,0,7,1.5,1.45,-0.05,-1,0.576086956522,0.422222222222,50.5555555556,47.5714285714,105.555555556,100.285714286,46.3333333333,55.5714285714,1.3,1.33333333333,5.88888888889,5.0,5.77777777778,3.71428571429,10.7777777778,7.85714285714,94.2222222222,97.4285714286,10.0,9.0,90.8888888889,78.25,44.0,34.8888888889,1.44444444444,1.90909090909,4.33333333333,3.88888888889,4.33333333333,3.66666666667,9.66666666667,7.0,82.8888888889,75.6666666667,9.0,11.0,50.375,9.5,4.875,95.625,49.25,103.25,39.4444444444,8.33333333333,4.0,79.2777777778,49.1666666667,84.9411764706,63.5555555556,9.5,5.22222222222,99.4444444444,50.7222222222,118.111111111,58.5882352941,10.1176470588,5.11764705882,90.0,49.5882352941,109.176470588
125,0,2,1.35,1.6,1.5,0.1,2,0.489130434783,1.05806146572,1,0,1.21052631579,1.0,0.0,0,0.446808510638,0.520618556701,50.7,47.5714285714,104.2,100.285714286,47.5,55.5714285714,1.36363636364,1.33333333333,6.3,5.0,5.6,3.71428571429,10.5,7.85714285714,91.9,97.4285714286,11.0,9.0,114.6,89.5714285714,58.7,40.0,2.0,1.88888888889,3.9,4.85714285714,4.8,3.57142857143,11.4,7.57142857143,101.4,90.8571428571,10.0,9.0,50.8235294118,9.41176470588,4.82352941176,94.1764705882,49.4117647059,102.588235294,51.0,9.82352941176,4.29411764706,97.0588235294,48.3529411765,104.294117647,39.4210526316,8.47368421053,4.10526315789,79.6315789474,49.1052631579,84.2777777778,45.6666666667,9.27777777778,5.44444444444,99.4444444444,49.7777777778,104.611111111
126,0,2,1.33333333333,1.61904761905,1.52380952381,0.0952380952381,2,0.489690721649,0.943756649579,1,2,0.952380952381,1.19047619048,-0.666666666667,-14,0.387755102041,0.540816326531,50.7,47.25,104.2,97.875,47.5,52.25,1.36363636364,1.4,6.3,5.0,5.6,3.75,10.5,7.875,91.9,94.875,11.0,10.0,115.714285714,100.416666667,63.7142857143,51.5833333333,1.22222222222,1.5,5.85714285714,3.83333333333,5.14285714286,4.75,10.7142857143,9.16666666667,89.8571428571,87.9166666667,9.0,12.0,49.6111111111,9.33333333333,4.77777777778,93.2222222222,49.1666666667,101.388888889,56.0526315789,9.73684210526,4.89473684211,88.6315789474,49.1052631579,106.052631579,50.1111111111,9.72222222222,4.27777777778,96.5555555556,48.7222222222,103.055555556,52.4444444444,9.27777777778,4.66666666667,98.8333333333,49.7222222222,102.833333333
127,1,2,1.40909090909,1.72727272727,1.45454545455,0.272727272727,6,0.519417475728,1.24202476493,0,12,1.40909090909,1.31818181818,0.227272727273,5,0.538834951456,0.367346938776,50.7,47.6666666667,104.2,97.2222222222,47.5,51.7777777778,1.36363636364,1.36363636364,6.3,4.77777777778,5.6,4.11111111111,10.5,8.44444444444,91.9,94.7777777778,11.0,11.0,95.0,105.416666667,53.7142857143,52.5833333333,0.888888888889,1.38461538462,5.42857142857,4.58333333333,5.14285714286,4.41666666667,10.4285714286,8.58333333333,88.5714285714,101.833333333,9.0,13.0,49.5263157895,9.52631578947,4.89473684211,93.2631578947,49.2631578947,100.894736842,53.0,9.26315789474,4.68421052632,96.9473684211,50.3157894737,101.578947368,55.95,9.9,4.95,88.75,49.1,105.35,46.2,9.95,4.8,89.6,48.8,91.95
128,0,2,1.34782608696,1.69565217391,1.52173913043,0.173913043478,4,0.490825688073,1.04908177863,1,2,1.04761904762,1.33333333333,-0.238095238095,-5,0.438775510204,0.345454545455,50.1818181818,47.6666666667,103.454545455,97.2222222222,48.1818181818,51.7777777778,1.41666666667,1.36363636364,6.45454545455,4.77777777778,5.45454545455,4.11111111111,10.2727272727,8.44444444444,90.0909090909,94.7777777778,12.0,11.0,97.4,89.5555555556,53.6,50.5555555556,1.0,1.0,7.2,4.22222222222,4.4,4.77777777778,9.5,8.88888888889,93.7,86.3333333333,11.0,10.0,49.8,9.45,4.85,92.2,49.05,100.65,52.1578947368,9.21052631579,4.57894736842,90.2105263158,53.3157894737,93.6842105263,52.1,9.15,4.7,96.2,50.55,100.45,55.9523809524,9.95238095238,4.90476190476,87.9047619048,48.8571428571,104.380952381
129,1,2,1.34782608696,1.69565217391,1.52173913043,0.173913043478,4,0.490825688073,1.11075145662,0,7,1.34615384615,1.11538461538,-0.0384615384615,-1,0.46694214876,0.431623931624,50.1818181818,47.6666666667,103.454545455,97.2222222222,48.1818181818,51.7777777778,1.41666666667,1.36363636364,6.45454545455,4.77777777778,5.45454545455,4.11111111111,10.2727272727,8.44444444444,90.0909090909,94.7777777778,12.0,11.0,117.818181818,111.230769231,57.9090909091,53.8461538462,1.46153846154,1.84615384615,5.81818181818,6.46153846154,5.72727272727,3.53846153846,12.1818181818,8.07692307692,101.272727273,93.8461538462,13.0,13.0,49.8,9.45,4.85,92.2,49.05,100.65,55.7083333333,9.95833333333,4.54166666667,97.25,52.9583333333,114.25,52.1,9.15,4.7,96.2,50.55,100.45,45.5217391304,9.34782608696,5.04347826087,87.8695652174,48.7391304348,90.652173913
130,0,2,1.48,1.72,1.44,0.28,7,0.533613445378,0.962056354418,1,2,1.0,1.26086956522,-0.391304347826,-9,0.396226415094,0.491452991453,50.4166666667,48.5,101.916666667,95.8,47.5,49.8,1.46153846154,1.33333333333,6.25,4.6,5.75,4.2,10.5,8.4,89.4166666667,94.0,13.0,12.0,94.9,85.0,43.0,41.3,1.27272727273,1.1,5.1,3.2,4.4,3.2,8.1,7.2,94.7,90.7,12.0,11.0,48.5454545455,9.54545454545,5.04545454545,91.5,49.5454545455,99.1363636364,42.15,7.65,3.8,92.7,45.6,89.95,54.8,9.88,4.48,97.0,52.72,112.96,48.8181818182,10.1363636364,4.77272727273,95.1363636364,49.3636363636,100.954545455
131,1,2,1.48,1.72,1.44,0.28,7,0.533613445378,1.19876603043,0,2,1.36,1.4,-0.08,-2,0.516393442623,0.557851239669,50.4166666667,48.5,101.916666667,95.8,47.5,49.8,1.46153846154,1.33333333333,6.25,4.6,5.75,4.2,10.5,8.4,89.4166666667,94.0,13.0,12.0,109.181818182,98.75,51.6363636364,40.25,1.41666666667,2.0,6.36363636364,3.25,5.63636363636,4.75,10.6363636364,8.33333333333,100.727272727,97.8333333333,12.0,13.0,48.5454545455,9.54545454545,5.04545454545,91.5,49.5454545455,99.1363636364,45.6956521739,9.4347826087,5.17391304348,99.2173913043,50.0869565217,103.739130435,54.8,9.88,4.48,97.0,52.72,112.96,53.6818181818,9.22727272727,4.81818181818,96.3636363636,50.7727272727,100.863636364
132,0,12,3.0,4.0,1.0,3.0,3,1.0,0.333333333333,1,2,0.0,0.0,-1.0,-1,0.0,1.0,52.0,48.1953175053,79.0,96.0256390236,34.0,46.5619575216,0.0,1.91617638846,3.0,4.18424857341,5.0,4.13180724632,6.0,8.09739583523,75.0,92.5613300852,1.0,0.0,102.512952959,86.0,52.9056235606,39.0,1.58899691957,2.0,5.80337176843,5.0,5.32564616421,6.0,10.3215064947,11.0,93.3089129194,80.0,0.0,1.0,34.0,6.0,5.0,75.0,52.0,79.0,39.0,11.0,6.0,80.0,48.0,86.0,32.0,7.0,5.0,64.0,48.0,77.0,41.0,3.0,3.0,75.0,52.0,88.0
133,1,12,1.5,2.0,1.0,1.0,2,0.5,2.16666666667,0,12,3.0,1.5,1.0,2,1.0,0.5,52.0,43.0,79.0,79.0,34.0,41.0,0.0,4.0,3.0,4.0,5.0,2.0,6.0,6.0,75.0,77.0,1.0,1.0,99.5,96.0256390236,52.5,46.5619575216,2.0,1.91617638846,3.5,4.18424857341,3.5,4.13180724632,5.0,8.09739583523,93.5,92.5613300852,2.0,0.0,37.5,6.0,3.5,76.0,47.5,79.0,52.5,5.0,3.5,93.5,52.0,99.5,48.0,11.0,6.5,80.5,52.5,87.5,58.0,10.5,6.5,87.0,43.5,100.0
134,0,12,2.0,2.33333333333,1.0,1.33333333333,4,0.666666666667,1.16666666667,1,2,1.5,1.5,0.0,0,0.5,0.382352941176,53.5,43.0,94.5,79.0,47.0,41.0,2.0,4.0,4.5,4.0,5.5,2.0,9.0,6.0,82.0,77.0,2.0,1.0,93.0,81.5,50.0,36.0,2.0,2.5,6.0,0.5,7.5,5.5,11.5,9.0,86.5,84.5,2.0,2.0,45.0,8.0,4.33333333333,80.3333333333,50.0,89.3333333333,43.0,10.25,6.5,85.5,48.5,87.25,47.0,4.66666666667,3.33333333333,92.0,49.6666666667,95.6666666667,49.5,10.0,5.25,85.0,49.5,90.0
135,1,12,1.75,1.75,0.75,1.0,4,0.617647058824,0.961675579323,0,2,1.0,1.5,-0.75,-3,0.382352941176,0.75,53.5,51.0,94.5,81.5,47.0,50.0,2.0,3.0,4.5,3.5,5.5,2.0,9.0,7.5,82.0,82.0,2.0,2.0,81.5,124.0,50.5,71.0,2.5,1.5,11.0,7.5,7.5,3.5,13.0,8.0,74.5,97.5,2.0,2.0,48.5,8.25,3.75,82.0,52.25,88.0,60.75,10.5,5.5,86.0,47.5,102.75,41.0,9.0,5.6,87.2,47.0,86.8,51.0,9.5,6.0,82.5,46.75,103.666666667
136,0,2,1.6,1.6,0.8,0.8,4,0.590909090909,0.957485300769,1,2,1.0,2.4,0.6,3,0.409090909091,0.26,55.6666666667,51.0,106.0,81.5,57.3333333333,50.0,1.66666666667,3.0,6.0,3.5,5.0,2.0,9.33333333333,7.5,82.3333333333,82.0,3.0,2.0,79.6666666667,102.0,45.3333333333,55.0,1.66666666667,0.5,3.33333333333,6.0,5.66666666667,5.5,10.6666666667,10.0,78.6666666667,91.0,3.0,2.0,54.4,8.6,3.8,82.2,53.8,96.2,49.2,10.4,5.6,83.6,50.0,88.6,56.0,9.0,4.8,89.4,46.0,100.0,51.8,9.0,4.4,89.0,50.0,96.4
137,1,2,1.83333333333,2.0,0.833333333333,1.16666666667,7,0.678571428571,1.80776942356,0,7,2.33333333333,1.66666666667,0.666666666667,4,0.821428571429,0.378787878788,55.6666666667,48.3333333333,106.0,87.3333333333,57.3333333333,49.0,1.66666666667,2.66666666667,6.0,3.66666666667,5.0,3.0,9.33333333333,8.66666666667,82.3333333333,86.0,3.0,3.0,89.3333333333,75.5,43.0,29.6666666667,1.0,2.33333333333,3.33333333333,3.0,3.66666666667,5.33333333333,7.0,7.66666666667,85.3333333333,70.0,3.0,3.0,53.1666666667,9.0,4.0,84.1666666667,52.0,96.6666666667,36.3333333333,7.33333333333,4.5,77.6666666667,48.8333333333,83.8,50.6666666667,9.83333333333,5.16666666667,87.8333333333,51.1666666667,94.1666666667,44.4285714286,8.57142857143,5.0,92.1428571429,48.2857142857,93.5714285714
138,0,2,2.0,2.42857142857,1.0,1.42857142857,10,0.71875,1.18187134503,1,7,1.5,1.125,0.125,1,0.5,0.617647058824,56.75,48.3333333333,94.75,87.3333333333,50.75,49.0,1.75,2.66666666667,5.5,3.66666666667,5.75,3.0,9.5,8.66666666667,77.75,86.0,4.0,3.0,117.25,119.75,54.5,56.0,1.0,1.5,6.0,3.5,3.75,4.5,9.75,8.5,105.75,104.0,4.0,4.0,50.0,9.14285714286,4.57142857143,81.2857142857,53.1428571429,91.5714285714,55.25,9.125,4.125,104.875,52.0,118.5,35.2857142857,7.71428571429,4.57142857143,74.0,47.5714285714,79.5,49.0,7.0,4.0,94.5,49.125,96.5
139,1,0,1.875,2.25,1.0,1.25,10,0.689189189189,1.06489361702,0,2,1.0,1.1,-0.5,-5,0.457446808511,0.526315789474,56.75,48.0,94.75,90.5,50.75,46.75,1.75,2.5,5.5,3.0,5.75,2.5,9.5,7.25,77.75,89.75,4.0,4.0,120.2,107.2,67.2,58.2,1.4,1.6,5.2,2.8,5.4,5.4,10.2,10.8,96.8,91.8,5.0,5.0,48.75,8.375,4.125,83.75,52.375,92.625,62.7,10.5,5.4,94.3,50.3,113.7,56.8,9.0,3.6,102.6,51.7,115.4,48.375,10.0,5.0,96.75,46.75,104.571428571
140,0,7,2.0,2.44444444444,1.11111111111,1.33333333333,12,0.719512195122,1.33152246814,1,2,1.625,1.375,0.375,3,0.585714285714,0.546511627907,55.0,48.0,96.6,90.5,48.8,46.75,1.6,2.5,5.4,3.0,7.0,2.5,10.8,7.25,83.6,89.75,5.0,4.0,120.75,97.25,45.5,58.25,1.0,1.75,5.0,5.0,5.25,3.75,9.25,8.0,104.5,90.75,4.0,4.0,47.8888888889,9.22222222222,5.0,86.3333333333,51.8888888889,93.8888888889,51.875,8.625,4.5,97.625,48.25,109.0,61.4545454545,10.7272727273,5.72727272727,94.1818181818,50.4545454545,112.636363636,47.3,7.1,3.9,96.1,48.0,96.1
141,1,7,1.9,2.4,1.2,1.2,12,0.695652173913,1.32927709344,0,12,1.63636363636,1.36363636364,0.0909090909091,1,0.585106382979,0.354166666667,55.0,48.4,96.6,96.6,48.8,46.8,1.6,2.4,5.4,3.0,7.0,2.4,10.8,6.4,83.6,95.2,5.0,5.0,104.5,92.0,48.8333333333,47.4,1.5,1.6,3.66666666667,3.4,4.5,4.0,7.16666666667,8.0,104.333333333,93.8,6.0,5.0,47.8,8.6,4.7,89.4,51.7,96.6,48.1818181818,7.54545454545,4.27272727273,99.5454545455,48.4545454545,98.8181818182,53.0,9.2,4.6,97.3,48.8,110.2,47.6363636364,9.63636363636,4.81818181818,89.0909090909,49.4545454545,92.0909090909
142,0,12,1.81818181818,2.27272727273,1.18181818182,1.09090909091,12,0.676470588235,1.20360763571,1,2,1.33333333333,1.58333333333,0.0833333333333,1,0.51724137931,0.519607843137,55.0,48.4,96.6,96.6,48.8,46.8,1.33333333333,2.4,5.4,3.0,7.0,2.4,10.8,6.4,83.6,95.2,6.0,5.0,111.0,106.666666667,52.8,46.6666666667,1.4,1.83333333333,6.2,3.5,6.4,6.0,10.8,9.5,103.4,99.6666666667,5.0,7.0,47.8,8.6,4.7,89.4,51.7,96.6,49.4545454545,10.0909090909,6.18181818182,101.363636364,49.3636363636,108.636363636,48.1818181818,7.54545454545,4.27272727273,99.5454545455,48.4545454545,98.8181818182,49.4,9.4,4.5,99.7,46.9,105.555555556
143,1,11,1.66666666667,2.25,1.33333333333,0.916666666667,11,0.627272727273,0.964958974208,0,7,1.13333333333,0.933333333333,-0.266666666667,-4,0.391891891892,0.4375,55.0,48.4,96.6,96.6,48.8,46.8,1.33333333333,2.0,5.4,3.0,7.0,2.4,10.8,6.4,83.6,95.2,6.0,6.0,118.166666667,113.857142857,61.5,54.2857142857,0.875,1.85714285714,6.16666666667,5.0,5.16666666667,3.42857142857,12.1666666667,7.85714285714,103.166666667,101.142857143,8.0,7.0,47.8,8.6,4.7,89.4,51.7,96.6,57.6153846154,9.84615384615,4.23076923077,102.076923077,51.6153846154,115.846153846,49.4545454545,10.0909090909,6.18181818182,101.363636364,49.3636363636,108.636363636,55.0,9.90909090909,4.81818181818,99.7272727273,48.9090909091,109.818181818
144,0,12,1.61538461538,2.07692307692,1.23076923077,0.846153846154,11,0.616666666667,1.16367713004,1,7,1.23076923077,1.07692307692,-0.0769230769231,-1,0.5,0.452380952381,55.1666666667,48.4,99.8333333333,96.6,46.1666666667,46.8,1.42857142857,2.0,4.5,3.0,5.83333333333,2.4,9.0,6.4,88.8333333333,95.2,7.0,6.0,104.0,114.75,58.0,52.25,1.5,1.66666666667,7.5,3.875,7.0,4.625,13.0,8.625,81.0,112.125,4.0,9.0,46.4545454545,7.81818181818,4.27272727273,91.7272727273,52.0909090909,98.3636363636,53.4,9.5,5.1,105.9,47.6,112.6,56.5,9.92857142857,4.28571428571,100.5,51.0714285714,114.0,69.9090909091,10.1818181818,5.63636363636,102.363636364,51.9090909091,122.545454545
145,1,12,1.5,1.92857142857,1.21428571429,0.714285714286,10,0.578125,1.63205164993,0,2,2.06666666667,1.26666666667,0.533333333333,8,0.735294117647,0.33606557377,55.1666666667,48.0,99.8333333333,99.3333333333,46.1666666667,48.0,1.42857142857,1.85714285714,4.5,3.33333333333,5.83333333333,2.33333333333,9.0,6.66666666667,88.8333333333,96.5,7.0,7.0,92.0,93.3333333333,49.5714285714,42.8333333333,2.25,2.28571428571,4.71428571429,3.33333333333,5.85714285714,5.0,10.0,8.0,85.4285714286,91.3333333333,8.0,7.0,47.0833333333,7.83333333333,4.08333333333,92.6666666667,51.5833333333,99.5833333333,46.4615384615,9.07692307692,5.46153846154,88.1538461538,50.6153846154,92.6153846154,54.0909090909,9.54545454545,5.09090909091,106.363636364,48.1818181818,113.636363636,44.5,6.1,2.6,94.8,46.5,89.4
146,0,3,1.5,1.92857142857,1.21428571429,0.714285714286,10,0.578125,1.22947191043,1,12,1.4,1.2,0.0,0,0.530303030303,0.515151515152,55.1666666667,48.0,99.8333333333,99.3333333333,46.1666666667,48.0,1.42857142857,1.85714285714,4.5,3.33333333333,5.83333333333,2.33333333333,9.0,6.66666666667,88.8333333333,96.5,7.0,7.0,104.5,92.4285714286,48.8333333333,48.1428571429,1.28571428571,1.875,3.66666666667,3.28571428571,4.5,3.85714285714,7.16666666667,8.42857142857,104.333333333,91.4285714286,7.0,8.0,47.0833333333,7.83333333333,4.08333333333,92.6666666667,51.5833333333,99.5833333333,48.4615384615,7.84615384615,4.15384615385,97.3846153846,49.1538461538,98.0,54.0909090909,9.54545454545,5.09090909091,106.363636364,48.1818181818,113.636363636,49.4545454545,9.63636363636,4.54545454545,97.6363636364,47.3636363636,102.8
147,1,2,1.4375,1.75,1.125,0.625,10,0.567567567568,1.18570414072,0,2,1.41176470588,1.58823529412,-0.117647058824,-2,0.512345679012,0.524691358025,55.1428571429,48.5714285714,98.1428571429,100.857142857,47.1428571429,47.2857142857,1.5,2.0,5.0,2.85714285714,5.71428571429,2.85714285714,9.0,6.85714285714,86.7142857143,96.8571428571,8.0,8.0,95.625,90.4285714286,50.875,41.8571428571,1.55555555556,1.625,5.5,2.57142857143,6.5,5.14285714286,11.5,8.42857142857,91.75,91.4285714286,9.0,8.0,47.2142857143,7.92857142857,4.28571428571,91.7857142857,51.8571428571,99.5,46.6666666667,10.0666666667,5.86666666667,91.6,49.8,93.2,48.6,8.13333333333,4.2,95.8,48.9333333333,96.8,51.2,9.33333333333,4.66666666667,94.6666666667,49.0,104.066666667
148,1,2,1.52941176471,1.76470588235,1.05882352941,0.705882352941,12,0.589743589744,0.942996453901,0,0,1.0,1.27777777778,-0.111111111111,-2,0.3875,0.512658227848,54.625,48.5714285714,98.625,100.857142857,46.5,47.2857142857,1.33333333333,2.0,4.75,2.85714285714,5.625,2.85714285714,9.0,6.85714285714,89.125,96.8571428571,9.0,8.0,92.625,93.5,48.625,44.0,1.25,0.666666666667,5.125,5.25,5.125,4.5,10.5,9.625,83.75,94.625,8.0,10.0,46.8666666667,8.0,4.33333333333,92.7333333333,51.8,99.6666666667,46.3125,10.0625,4.8125,89.1875,49.25,93.0625,48.6470588235,10.1764705882,5.82352941176,90.8823529412,49.4705882353,95.2941176471,48.7857142857,9.07142857143,4.21428571429,98.6428571429,47.7142857143,101.538461538
149,0,2,1.61111111111,1.72222222222,1.0,0.722222222222,13,0.609756097561,0.914188298665,1,2,1.11111111111,1.11111111111,-0.166666666667,-3,0.369047619048,0.5,54.3333333333,48.5714285714,100.777777778,100.857142857,46.8888888889,47.2857142857,1.4,2.0,4.33333333333,2.85714285714,5.33333333333,2.85714285714,8.66666666667,6.85714285714,91.2222222222,96.8571428571,10.0,8.0,94.25,93.875,52.125,51.125,1.11111111111,1.5,6.125,6.0,5.0,4.625,10.0,8.875,86.75,95.75,9.0,9.0,47.0625,7.875,4.25,93.6875,51.8125,100.8125,51.625,9.4375,4.8125,91.25,51.75,94.0625,46.0588235294,10.0,4.76470588235,90.0,49.1764705882,93.8235294118,48.7894736842,9.10526315789,5.31578947368,94.8947368421,46.3684210526,100.368421053
