,Unnamed: 0,Probability 0,Probability 1,Probability 2,gnb_converted_goals_preds,gnb_no_ties_preds,gnb_points_preds,is_home,log_converted_goals_preds,log_no_ties_preds,log_points_preds,opp_name,randomForest_converted_goals_preds,randomForest_no_ties_preds,randomForest_points_preds,scheduled,team_name,match_id,team_id,team_name,opp_id,opp_name,scheduled,round,games_played,is_home,current_formation,current_record,opp_record,goals_for,opp_goals_for,goals_against,opp_goals_against,rpi,goals,points,current_team_possession,current_team_yellow_cards,current_team_goal_attempts,current_team_dangerous_attacks,current_team_sec_half_goals,current_team_saves,current_team_corner_kicks,current_team_ball_safe,current_team_first_half_goals,current_team_shots_on_target,current_team_attacks,current_team_goal_attempts_allowed,current_team_goal_kicks,current_team_shots_total,opp_team_possession,opp_team_yellow_cards,opp_team_goal_attempts,opp_team_dangerous_attacks,opp_team_sec_half_goals,opp_team_saves,opp_team_corner_kicks,opp_team_ball_safe,opp_team_first_half_goals,opp_team_shots_on_target,opp_team_attacks,opp_team_goal_attempts_allowed,opp_team_goal_kicks,opp_team_shots_total
38,38,0.22041889381640348,0.29622356059290195,0.4833575455906944,0.0,3.0,1.0,1.0,1.0,3.0,3.0,Deportivo La Coruna,0.0,3.0,1.0,2016-11-06 18:00:00,Granada CF,116.0,81,Granada CF,95.0,Valencia CF,2016-11-20 18:00:00,12,3.0,0,5-4-1,0.35714285714285715,0.16666666666666666,1,4,2,6,0.375,1.0,1.0,122.0,9.0,20.0,139.0,1,12.0,11.0,263.0,0,7.0,284.0,27.0,28.0,20.0,152.0,11.0,24.0,124.0,3,9.0,12.0,274.0,1,12.0,279.0,31.0,25.0,24.0
39,39,0.439165549270693,0.3124284878964084,0.24840596283289865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Granada CF,0.0,0.0,1.0,2016-11-06 18:00:00,Deportivo La Coruna,114.0,82,Espanyol Barcelona,83.0,CD Alaves,2016-11-20 18:00:00,12,3.0,0,4-4-2,0.6875,0.375,4,2,3,7,0.4967230243161094,1.0,3.0,139.0,6.0,25.0,119.0,4,6.0,15.0,261.0,0,13.0,245.0,23.0,28.0,25.0,134.0,12.0,23.0,137.0,1,6.0,10.0,298.0,1,9.0,270.0,27.0,28.0,23.0
40,40,0.3359133519568944,0.3023220932244608,0.3617645548186449,0.0,0.0,0.0,1.0,0.0,3.0,3.0,Athletic Bilbao,0.0,3.0,0.0,2016-11-06 18:00:00,Espanyol Barcelona,114.0,83,CD Alaves,82.0,Espanyol Barcelona,2016-11-20 18:00:00,12,3.0,1,5-3-2,0.375,0.6875,2,4,7,3,0.259670716112532,0.0,0.0,134.0,12.0,23.0,137.0,1,6.0,10.0,298.0,1,9.0,270.0,27.0,28.0,23.0,139.0,6.0,25.0,119.0,4,6.0,15.0,261.0,0,13.0,245.0,23.0,28.0,25.0
41,41,0.31493739012763433,0.3560997306226095,0.3289628792497561,1.0,3.0,3.0,0.0,0.0,0.0,1.0,Espanyol Barcelona,1.0,3.0,3.0,2016-11-06 18:00:00,Athletic Bilbao,120.0,84,Athletic Bilbao,93.0,Villarreal CF,2016-11-20 18:00:00,12,3.0,1,4-2-3-1,0.35714285714285715,0.6666666666666666,2,5,3,3,0.534779900332226,1.0,3.0,151.0,7.0,24.0,130.0,0,12.0,16.0,257.0,2,7.0,261.0,30.0,25.0,24.0,166.0,5.0,23.0,134.0,3,13.0,19.0,257.0,2,13.0,248.0,26.0,23.0,23.0
42,42,0.5157401059891793,0.3234500683814069,0.16080982562941404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Osasuna,0.0,0.0,1.0,2016-11-06 18:00:00,CD Alaves,117.0,85,Sevilla FC,86.0,Deportivo La Coruna,2016-11-20 18:00:00,12,3.0,0,4-1-4-1,0.43333333333333335,0.35714285714285715,3,3,3,6,0.687878787878788,3.0,3.0,164.0,10.0,35.0,140.0,1,9.0,11.0,272.0,2,15.0,294.0,24.0,22.0,35.0,136.0,8.0,29.0,111.0,1,9.0,15.0,247.0,2,10.0,255.0,27.0,20.0,29.0
43,43,0.16307786228677862,0.3378630952126391,0.4990590425005823,0.0,3.0,3.0,1.0,1.0,3.0,3.0,CD Alaves,1.0,3.0,3.0,2016-11-06 18:00:00,CA Osasuna,117.0,86,Deportivo La Coruna,85.0,Sevilla FC,2016-11-20 18:00:00,12,3.0,1,4-2-3-1,0.35714285714285715,0.43333333333333335,3,3,6,3,0.4155844155844156,2.0,0.0,136.0,8.0,29.0,111.0,1,9.0,15.0,247.0,2,10.0,255.0,27.0,20.0,29.0,164.0,10.0,35.0,140.0,1,9.0,11.0,272.0,2,15.0,294.0,24.0,22.0,35.0
44,44,0.4592085025245292,0.3535853177364223,0.18720617973904846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FC Barcelona,0.0,0.0,3.0,2016-11-06 18:00:00,Sevilla FC,111.0,87,Malaga CF,92.0,FC Barcelona,2016-11-20 18:00:00,12,3.0,0,4-2-3-1,0.6666666666666666,1.0,9,6,6,3,0.4641405342624855,0.0,1.0,160.0,11.0,32.0,142.0,5,10.0,16.0,259.0,4,18.0,271.0,30.0,30.0,32.0,176.0,11.0,36.0,176.0,4,8.0,14.0,261.0,2,19.0,347.0,17.0,12.0,36.0
45,45,0.19051356201621755,0.28986025672744825,0.5196261812563341,1.0,3.0,3.0,0.0,1.0,3.0,3.0,Sevilla FC,1.0,3.0,3.0,2016-11-06 18:00:00,FC Barcelona,115.0,88,Celta de Vigo,99.0,SD Eibar,2016-11-20 18:00:00,12,3.0,0,4-2-3-1,0.8076923076923077,0.5,9,5,5,5,0.4683959451401312,0.0,0.0,138.0,16.0,18.0,103.0,4,7.0,10.0,265.0,5,15.0,249.0,24.0,23.0,18.0,146.0,13.0,33.0,130.0,2,8.0,13.0,262.0,3,18.0,294.0,27.0,18.0,33.0
46,46,0.16442788189648408,0.3509547399517045,0.4846173781518114,0.0,3.0,3.0,1.0,1.0,3.0,3.0,Sporting Gijon,1.0,3.0,1.0,2016-11-06 18:00:00,Malaga CF,113.0,89,Real Sociedad,98.0,Sporting Gijon,2016-11-20 18:00:00,12,3.0,0,4-3-3,1.0,0.35714285714285715,7,3,0,4,0.5904471544715447,3.0,3.0,178.0,7.0,27.0,169.0,5,9.0,14.0,294.0,2,12.0,340.0,21.0,20.0,27.0,137.0,12.0,17.0,115.0,1,9.0,8.0,284.0,2,10.0,239.0,38.0,39.0,17.0
47,47,0.5262544685688849,0.3122975302611352,0.16144800116997993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malaga CF,0.0,0.0,1.0,2016-11-06 18:00:00,Sporting Gijon,118.0,90,Real Madrid,100.0,Atletico Madrid,2016-11-20 18:00:00,12,3.0,0,4-3-3,1.0,0.3333333333333333,9,4,2,5,0.475,3.0,3.0,187.0,6.0,42.0,166.0,4,6.0,11.0,261.0,5,20.0,289.0,18.0,19.0,42.0,141.0,10.0,26.0,172.0,1,6.0,17.0,271.0,3,12.0,303.0,23.0,16.0,26.0
48,48,0.376801211711072,0.2935527873878653,0.32964600090106283,0.0,0.0,0.0,1.0,0.0,3.0,0.0,Valencia CF,0.0,0.0,1.0,2016-11-06 18:00:00,Celta de Vigo,112.0,91,Real Betis Balompie,96.0,Las Palmas UD,2016-11-20 18:00:00,12,3.0,1,4-3-2-1,0.375,0.5,2,5,4,5,0.5401785714285714,2.0,3.0,158.0,7.0,24.0,131.0,1,12.0,13.0,274.0,1,10.0,265.0,29.0,27.0,24.0,174.0,8.0,31.0,135.0,4,11.0,16.0,307.0,1,19.0,290.0,29.0,17.0,31.0
49,49,0.2650699112443209,0.31497059927497945,0.4199594894806996,1.0,3.0,3.0,0.0,1.0,3.0,3.0,Celta de Vigo,1.0,3.0,1.0,2016-11-06 18:00:00,Valencia CF,111.0,92,FC Barcelona,87.0,Malaga CF,2016-11-20 18:00:00,12,3.0,1,4-3-3,1.0,0.6666666666666666,6,9,3,6,0.6154761904761905,0.0,1.0,176.0,11.0,36.0,176.0,4,8.0,14.0,261.0,2,19.0,347.0,17.0,12.0,36.0,160.0,11.0,32.0,142.0,5,10.0,16.0,259.0,4,18.0,271.0,30.0,30.0,32.0
50,50,0.243731453794895,0.38204679120901897,0.374221754996086,0.0,0.0,0.0,1.0,1.0,3.0,1.0,Atletico Madrid,1.0,0.0,3.0,2016-11-06 18:00:00,Real Sociedad,120.0,93,Villarreal CF,84.0,Athletic Bilbao,2016-11-20 18:00:00,12,3.0,0,4-4-2,0.6666666666666666,0.35714285714285715,5,2,3,3,0.4736111111111111,0.0,0.0,166.0,5.0,23.0,134.0,3,13.0,19.0,257.0,2,13.0,248.0,26.0,23.0,23.0,151.0,7.0,24.0,130.0,0,12.0,16.0,257.0,2,7.0,261.0,30.0,25.0,24.0
51,51,0.398233437395526,0.2672098375019393,0.33455672510253465,1.0,3.0,3.0,0.0,0.0,0.0,0.0,Real Sociedad,1.0,0.0,3.0,2016-11-06 18:00:00,Atletico Madrid,119.0,94,CA Osasuna,97.0,CD Leganes,2016-11-20 18:00:00,12,3.0,0,5-3-2,0.14705882352941174,0.0,2,0,4,9,0.3937091503267973,0.0,0.0,125.0,9.0,24.0,130.0,1,6.0,11.0,246.0,1,11.0,260.0,27.0,31.0,24.0,116.0,13.0,20.0,105.0,0,10.0,11.0,283.0,0,11.0,286.0,35.0,30.0,20.0
52,52,0.03268942532242288,0.26253028944438817,0.704780285233189,1.0,3.0,3.0,1.0,1.0,3.0,3.0,CD Leganes,1.0,3.0,3.0,2016-11-06 18:00:00,Real Madrid,116.0,95,Valencia CF,81.0,Granada CF,2016-11-20 18:00:00,12,3.0,1,4-2-3-1,0.16666666666666666,0.35714285714285715,4,1,6,2,0.5288461538461539,1.0,1.0,152.0,11.0,24.0,124.0,3,9.0,12.0,274.0,1,12.0,279.0,31.0,25.0,24.0,122.0,9.0,20.0,139.0,1,12.0,11.0,263.0,0,7.0,284.0,27.0,28.0,20.0
53,53,0.6891747437332271,0.2759094411721072,0.03491581509466586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Madrid,0.0,0.0,0.0,2016-11-06 18:00:00,CD Leganes,112.0,96,Las Palmas UD,91.0,Real Betis Balompie,2016-11-20 18:00:00,12,3.0,0,4-1-4-1,0.5,0.375,5,2,5,4,0.5304878048780488,0.0,0.0,174.0,8.0,31.0,135.0,4,11.0,16.0,307.0,1,19.0,290.0,29.0,17.0,31.0,158.0,7.0,24.0,131.0,1,12.0,13.0,274.0,1,10.0,265.0,29.0,27.0,24.0
54,54,0.5153976082995929,0.32692849839239435,0.1576738933080125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Villarreal CF,0.0,0.0,3.0,2016-11-06 18:00:00,Real Betis Balompie,119.0,97,CD Leganes,94.0,CA Osasuna,2016-11-20 18:00:00,12,3.0,1,4-3-3,0.0,0.14705882352941174,0,2,9,4,0.5625,2.0,3.0,116.0,13.0,20.0,105.0,0,10.0,11.0,283.0,0,11.0,286.0,35.0,30.0,20.0,125.0,9.0,24.0,130.0,1,6.0,11.0,246.0,1,11.0,260.0,27.0,31.0,24.0
55,55,0.15663678786750002,0.3102258616221778,0.5331373505103222,0.0,3.0,3.0,1.0,1.0,3.0,3.0,Real Betis Balompie,1.0,3.0,3.0,2016-11-06 18:00:00,Villarreal CF,113.0,98,Sporting Gijon,89.0,Real Sociedad,2016-11-20 18:00:00,12,3.0,1,4-4-2,0.35714285714285715,1.0,3,7,4,0,0.4788690476190477,1.0,0.0,137.0,12.0,17.0,115.0,1,9.0,8.0,284.0,2,10.0,239.0,38.0,39.0,17.0,178.0,7.0,27.0,169.0,5,9.0,14.0,294.0,2,12.0,340.0,21.0,20.0,27.0
56,56,0.16484105795859244,0.32704018070919233,0.5081187613322152,0.0,3.0,1.0,1.0,1.0,3.0,3.0,SD Eibar,0.0,3.0,3.0,2016-11-06 18:00:00,Las Palmas UD,115.0,99,SD Eibar,88.0,Celta de Vigo,2016-11-20 18:00:00,12,3.0,1,4-4-2,0.5,0.8076923076923077,5,9,5,5,0.5394736842105263,1.0,3.0,146.0,13.0,33.0,130.0,2,8.0,13.0,262.0,3,18.0,294.0,27.0,18.0,33.0,138.0,16.0,18.0,103.0,4,7.0,10.0,265.0,5,15.0,249.0,24.0,23.0,18.0
57,57,0.4918207905686341,0.2997483178912037,0.20843089154016228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las Palmas UD,0.0,3.0,1.0,2016-11-06 18:00:00,SD Eibar,118.0,100,Atletico Madrid,90.0,Real Madrid,2016-11-20 18:00:00,12,3.0,1,4-4-2,0.3333333333333333,1.0,4,9,5,2,0.6428571428571429,0.0,0.0,141.0,10.0,26.0,172.0,1,6.0,17.0,271.0,3,12.0,303.0,23.0,16.0,26.0,187.0,6.0,42.0,166.0,4,6.0,11.0,261.0,5,20.0,289.0,18.0,19.0,42.0
58,58,0.2779266620600477,0.3015745743562729,0.4204987635836795,0.0,3.0,3.0,0.0,1.0,3.0,3.0,Montpellier HSC,0.0,0.0,1.0,2016-11-05 19:00:00,Olympique Marseille,125.0,101,Olympique Marseille,105.0,SM Caen,2016-11-19 19:00:00,13,3.0,1,4-3-3,0.35714285714285715,0.2857142857142857,1,1,3,4,0.4517857142857143,1.0,3.0,141.0,4.0,15.0,138.0,1,6.0,8.0,323.0,0,6.0,309.0,23.0,30.0,15.0,133.0,6.0,32.0,136.0,0,7.0,11.0,252.0,1,14.0,249.0,22.0,18.0,32.0
59,59,0.3650787684162026,0.3361784006280195,0.2987428309557779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Olympique Marseille,0.0,0.0,3.0,2016-11-05 19:00:00,Montpellier HSC,122.0,102,FC Metz,114.0,Toulouse FC,2016-11-19 19:00:00,13,3.0,0,4-4-2,0.16666666666666666,0.3125,2,2,5,3,0.4866071428571429,2.0,3.0,134.0,9.0,19.0,152.0,1,9.0,10.0,243.0,1,9.0,247.0,27.0,21.0,19.0,153.0,8.0,14.0,145.0,0,5.0,7.0,266.0,2,7.0,295.0,22.0,26.0,14.0
60,60,0.42973631025182735,0.2866421021106152,0.28362158763755746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,AS Saint Etienne,1.0,0.0,0.0,2016-11-05 19:00:00,FC Metz,130.0,103,Lille OSC,110.0,Olympique Lyon,2016-11-19 19:00:00,13,3.0,1,4-1-4-1,0.2857142857142857,0.625,2,5,3,5,0.4408730158730159,0.0,0.0,154.0,6.611111111111112,22.0,126.0,2,8.0,13.0,257.0,0,11.0,252.0,21.0,26.0,22.0,171.0,5.0,35.0,150.0,2,6.0,20.0,249.0,3,16.0,247.0,21.0,15.0,35.0
61,61,0.22774959952468815,0.3509868418495524,0.4212635586257596,1.0,3.0,3.0,0.0,1.0,3.0,3.0,FC Metz,1.0,3.0,3.0,2016-11-05 19:00:00,AS Saint Etienne,124.0,104,OGC Nice,108.0,AS Saint Etienne,2016-11-19 19:00:00,13,3.0,0,4-3-3,0.7142857142857143,0.6875,8,3,4,1,0.48131229235880396,1.0,3.0,182.0,4.0,27.0,154.0,4,8.0,9.0,292.0,4,19.0,287.0,27.0,32.0,27.0,151.0,3.0,20.0,114.0,2,10.0,10.0,281.0,1,9.0,260.0,25.0,25.0,20.0
62,62,0.3822386088912893,0.3451104910115339,0.27265090009717674,0.0,3.0,3.0,0.0,0.0,0.0,0.0,SCO Angers,0.0,0.0,1.0,2016-11-05 19:00:00,Lille OSC,125.0,105,SM Caen,101.0,Olympique Marseille,2016-11-19 19:00:00,13,3.0,0,3-5-2,0.2857142857142857,0.35714285714285715,1,1,4,3,0.4797077922077922,0.0,0.0,133.0,6.0,32.0,136.0,0,7.0,11.0,252.0,1,14.0,249.0,22.0,18.0,32.0,141.0,4.0,15.0,138.0,1,6.0,8.0,323.0,0,6.0,309.0,23.0,30.0,15.0
63,63,0.2843445926532214,0.34972842164305884,0.36592698570371984,0.0,0.0,1.0,1.0,0.0,3.0,3.0,Lille OSC,0.0,3.0,3.0,2016-11-05 19:00:00,SCO Angers,126.0,106,SCO Angers,119.0,Stade Rennes,2016-11-19 19:00:00,13,3.0,0,4-1-2-3,0.5,0.7142857142857143,1,3,1,5,0.3989547038327527,1.0,1.0,136.0,6.611111111111112,20.0,118.0,1,7.0,11.0,266.0,0,8.0,263.0,15.0,14.0,20.0,145.0,5.0,17.0,128.0,3,10.0,5.0,310.0,0,9.0,278.0,27.0,24.0,17.0
64,64,0.19252048048761256,0.31081379575646056,0.4966657237559269,1.0,3.0,3.0,0.0,1.0,3.0,3.0,SM Caen,1.0,3.0,0.0,2016-11-05 19:00:00,OGC Nice,121.0,107,Montpellier HSC,113.0,SC Bastia,2016-11-19 19:00:00,13,3.0,0,4-2-3-1,0.5,0.1923076923076923,7,2,9,4,0.4702380952380952,1.0,1.0,137.0,2.0,23.0,130.0,3,5.0,8.0,257.0,4,12.0,269.0,25.0,27.0,23.0,135.0,5.0,25.0,135.0,2,13.0,20.0,265.0,0,15.0,295.0,31.0,29.0,25.0
65,65,0.4516432614710165,0.3603871531044149,0.18796958542456849,0.0,0.0,0.0,1.0,0.0,0.0,0.0,OGC Nice,0.0,0.0,0.0,2016-11-05 19:00:00,SM Caen,124.0,108,AS Saint Etienne,104.0,OGC Nice,2016-11-19 19:00:00,13,3.0,1,4-3-3,0.6875,0.7142857142857143,3,8,1,4,0.43134469696969696,0.0,0.0,151.0,3.0,20.0,114.0,2,10.0,10.0,281.0,1,9.0,260.0,25.0,25.0,20.0,182.0,4.0,27.0,154.0,4,8.0,9.0,292.0,4,19.0,287.0,27.0,32.0,27.0
66,66,0.4263942255704339,0.3061560051783132,0.2674497692512529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FC Girondins Bordeaux,0.0,0.0,1.0,2016-11-05 19:00:00,FC Lorient,127.0,109,FC Lorient,117.0,AS Monaco,2016-11-19 19:00:00,13,3.0,1,4-4-2,0.1923076923076923,0.8076923076923077,3,13,5,3,0.4570054945054945,0.0,0.0,156.0,6.0,15.0,144.0,1,7.0,17.0,293.0,2,7.0,286.0,23.0,15.0,15.0,170.0,6.0,31.0,174.0,9,3.0,19.0,266.0,4,22.0,328.0,18.0,25.0,31.0
67,67,0.22708310774775856,0.28845415535285696,0.4844627368993845,0.0,3.0,1.0,1.0,1.0,3.0,3.0,FC Lorient,1.0,3.0,3.0,2016-11-05 19:00:00,FC Girondins Bordeaux,130.0,110,Olympique Lyon,103.0,Lille OSC,2016-11-19 19:00:00,13,3.0,0,4-4-2,0.625,0.2857142857142857,5,2,5,3,0.38308566433566427,1.0,3.0,171.0,5.0,35.0,150.0,2,6.0,20.0,249.0,3,16.0,247.0,21.0,15.0,35.0,154.0,6.611111111111112,22.0,126.0,2,8.0,13.0,257.0,0,11.0,252.0,21.0,26.0,22.0
68,68,0.29245653096491003,0.3120309672762692,0.3955125017588207,0.0,0.0,0.0,1.0,0.0,3.0,3.0,SC Bastia,1.0,3.0,1.0,2016-11-05 19:00:00,Olympique Lyon,123.0,111,Dijon FCO,116.0,AS Nancy,2016-11-19 19:00:00,13,3.0,0,4-2-2-2,0.6428571428571429,0.5,4,3,3,7,0.7256367663344407,0.0,0.0,151.0,1.0,20.0,156.0,1,16.0,16.0,278.0,3,8.0,279.0,30.0,21.0,20.0,131.0,7.0,25.0,114.0,1,9.0,14.0,297.0,2,8.0,269.0,34.0,31.0,25.0
69,69,0.3420867284551684,0.31288819699750225,0.34502507454732945,0.0,3.0,1.0,0.0,0.0,0.0,3.0,Olympique Lyon,0.0,0.0,0.0,2016-11-05 19:00:00,SC Bastia,128.0,112,EA Guingamp,115.0,FC Girondins Bordeaux,2016-11-19 19:00:00,13,3.0,1,4-2-3-1,0.8333333333333334,0.6428571428571429,7,3,4,2,0.6364692218350756,1.0,1.0,142.0,5.0,28.0,112.0,6,10.0,15.0,238.0,1,18.0,243.0,31.0,24.0,28.0,146.0,5.0,21.0,162.0,2,8.0,9.0,323.0,1,8.0,339.0,20.0,22.0,21.0
70,70,0.2727936914144277,0.31355053843750924,0.41365577014806304,0.0,3.0,1.0,1.0,0.0,3.0,3.0,EA Guingamp,1.0,3.0,3.0,2016-11-05 19:00:00,Dijon FCO,121.0,113,SC Bastia,107.0,Montpellier HSC,2016-11-19 19:00:00,13,3.0,1,4-2-3-1,0.1923076923076923,0.5,2,7,4,9,0.4742132867132867,1.0,1.0,135.0,5.0,25.0,135.0,2,13.0,20.0,265.0,0,15.0,295.0,31.0,29.0,25.0,137.0,2.0,23.0,130.0,3,5.0,8.0,257.0,4,12.0,269.0,25.0,27.0,23.0
71,71,0.3875764854339491,0.3418782986782449,0.27054521588780595,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Dijon FCO,0.0,0.0,1.0,2016-11-05 19:00:00,EA Guingamp,122.0,114,Toulouse FC,102.0,FC Metz,2016-11-19 19:00:00,13,3.0,1,4-4-2,0.3125,0.16666666666666666,2,2,3,5,0.30350378787878785,1.0,0.0,153.0,8.0,14.0,145.0,0,5.0,7.0,266.0,2,7.0,295.0,22.0,26.0,14.0,134.0,9.0,19.0,152.0,1,9.0,10.0,243.0,1,9.0,247.0,27.0,21.0,19.0
72,72,0.2521236038671521,0.33517016689627405,0.41270622923657385,1.0,3.0,3.0,0.0,1.0,3.0,3.0,FC Nantes,1.0,3.0,0.0,2016-11-05 19:00:00,Toulouse FC,128.0,115,FC Girondins Bordeaux,112.0,EA Guingamp,2016-11-19 19:00:00,13,3.0,0,4-3-3,0.6428571428571429,0.8333333333333334,3,7,2,4,0.4062583757705709,1.0,1.0,146.0,5.0,21.0,162.0,2,8.0,9.0,323.0,1,8.0,339.0,20.0,22.0,21.0,142.0,5.0,28.0,112.0,6,10.0,15.0,238.0,1,18.0,243.0,31.0,24.0,28.0
73,73,0.4080448661429349,0.3329581415732359,0.2589969922838293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Toulouse FC,0.0,3.0,0.0,2016-11-05 19:00:00,FC Nantes,123.0,116,AS Nancy,111.0,Dijon FCO,2016-11-19 19:00:00,13,3.0,1,4-3-3,0.5,0.6428571428571429,3,4,7,3,0.6717032967032968,1.0,3.0,131.0,7.0,25.0,114.0,1,9.0,14.0,297.0,2,8.0,269.0,34.0,31.0,25.0,151.0,1.0,20.0,156.0,1,16.0,16.0,278.0,3,8.0,279.0,30.0,21.0,20.0
74,74,0.5166586077508355,0.3144029641904335,0.16893842805873086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS Monaco,0.0,0.0,0.0,2016-11-05 19:00:00,AS Nancy,127.0,117,AS Monaco,109.0,FC Lorient,2016-11-19 19:00:00,13,3.0,0,4-4-2,0.8076923076923077,0.1923076923076923,13,3,3,5,0.5952157598499062,3.0,3.0,170.0,6.0,31.0,174.0,9,3.0,19.0,266.0,4,22.0,328.0,18.0,25.0,31.0,156.0,6.0,15.0,144.0,1,7.0,17.0,293.0,2,7.0,286.0,23.0,15.0,15.0
75,75,0.1463631434248205,0.3138458856418846,0.5397909709332949,1.0,3.0,3.0,1.0,1.0,3.0,3.0,AS Nancy,1.0,3.0,3.0,2016-11-05 19:00:00,AS Monaco,129.0,118,Paris St Germain,120.0,FC Nantes,2016-11-19 19:00:00,13,3.0,1,4-1-4-1,0.8333333333333334,0.16666666666666666,5,3,0,7,0.6626984126984127,2.0,3.0,181.0,2.0,31.0,222.0,3,5.0,22.0,293.0,2,16.0,360.0,8.0,8.0,31.0,151.0,8.0,30.0,152.0,2,7.0,13.0,277.0,1,11.0,330.0,20.0,14.0,30.0
76,76,0.1363797600585734,0.3234870814869523,0.5401331584544742,1.0,3.0,3.0,1.0,1.0,3.0,3.0,Stade Rennes,0.0,3.0,3.0,2016-11-05 19:00:00,Paris St Germain,126.0,119,Stade Rennes,106.0,SCO Angers,2016-11-19 19:00:00,13,3.0,1,4-4-2,0.7142857142857143,0.5,3,1,5,1,0.7083333333333334,1.0,1.0,145.0,5.0,17.0,128.0,3,10.0,5.0,310.0,0,9.0,278.0,27.0,24.0,17.0,136.0,6.611111111111112,20.0,118.0,1,7.0,11.0,266.0,0,8.0,263.0,15.0,14.0,20.0
77,77,0.5416980686693035,0.30354178597486525,0.15476014535583124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paris St Germain,0.0,0.0,0.0,2016-11-05 19:00:00,Stade Rennes,129.0,120,FC Nantes,118.0,Paris St Germain,2016-11-19 19:00:00,13,3.0,0,4-2-3-1,0.16666666666666666,0.8333333333333334,3,5,7,0,0.3058712121212121,0.0,0.0,151.0,8.0,30.0,152.0,2,7.0,13.0,277.0,1,11.0,330.0,20.0,14.0,30.0,181.0,2.0,31.0,222.0,3,5.0,22.0,293.0,2,16.0,360.0,8.0,8.0,31.0
