,id,stats_id,status,scheduled,scheduled_pst,home_id,away_id,venue_id
0,694,ee76e543-6db1-4fc8-8653-8b01fd3dcecc,scheduled,2017-01-28 00:00:00,2017-01-27 16:00:00,15,22,b3dca541-859e-5301-bf90-4ec677a514a9
1,695,f804f758-fbe1-4bec-8c01-33ed3c72b520,scheduled,2017-01-28 00:00:00,2017-01-27 16:00:00,10,19,24bb478e-eb31-5f8a-8c8d-07f513169ec1
2,696,12b6f0b0-ca48-465e-992a-e17d6fb344e4,scheduled,2017-01-28 00:30:00,2017-01-27 16:30:00,14,2,583152aa-de75-5bea-ac92-ac5b8a51f9f9
3,697,27a310ce-5972-4f0d-9ba6-9d9d331153a4,scheduled,2017-01-28 00:30:00,2017-01-27 16:30:00,11,8,62cc9661-7b13-56e7-bf4a-bba7ad7be8da
4,698,8a9c6649-422d-4a66-93aa-2367f0bb26ff,scheduled,2017-01-28 00:30:00,2017-01-27 16:30:00,6,13,42cddf7a-0e1f-5f91-ae6f-c620582fdb01
5,699,cbafcf54-b6e9-4206-b8a4-1234f337b258,scheduled,2017-01-28 00:30:00,2017-01-27 16:30:00,12,3,7d69b080-91ca-53c9-9302-45c1a72c5549
6,700,64e81661-6f61-4ec6-9a7a-847c3a34e962,scheduled,2017-01-28 01:00:00,2017-01-27 17:00:00,25,21,6ec47e31-f778-5319-b6c4-3254e076ba0e
7,701,a0b0da32-1dcb-4bdf-9b8d-d5a5c032efe3,scheduled,2017-01-28 01:00:00,2017-01-27 17:00:00,7,4,38911649-acfd-551a-949b-68f0fcaa44e7
8,702,cb16387b-d10a-457b-8f27-1ad7b070356e,scheduled,2017-01-28 01:00:00,2017-01-27 17:00:00,1,5,fd21f639-8a47-51ac-a5dd-590629d445cf
9,703,57107876-a2ea-49f0-a684-c41ced20d280,scheduled,2017-01-28 03:00:00,2017-01-27 19:00:00,26,23,1d1f74a2-7b35-56f0-8cbd-552c51cb2c14
