,id,stats_id,status,scheduled,scheduled_pst,home_id,away_id,venue_id
0,158,6581e4c9-e311-4e1c-a822-f51a01acb528,scheduled,2016-11-17 00:00:00,2016-11-16 16:00:00,3,25,aecd8da6-0404-599c-a792-4b33fb084a2a
1,159,a5e27215-1a2e-4115-9d69-cb797563b491,scheduled,2016-11-17 00:00:00,2016-11-16 16:00:00,10,6,24bb478e-eb31-5f8a-8c8d-07f513169ec1
2,160,f7e25136-9c5d-459e-9e3b-b39bdc93c517,scheduled,2016-11-17 00:00:00,2016-11-16 16:00:00,15,5,b3dca541-859e-5301-bf90-4ec677a514a9
3,161,088870b6-6174-4c0a-b4e4-ba2ac65d3645,scheduled,2016-11-17 00:30:00,2016-11-16 16:30:00,1,8,fd21f639-8a47-51ac-a5dd-590629d445cf
4,162,b20ff24d-1215-4d7f-bd80-3db9bce11b9c,scheduled,2016-11-17 00:30:00,2016-11-16 16:30:00,14,9,583152aa-de75-5bea-ac92-ac5b8a51f9f9
5,163,c2f78c2d-0534-4fbc-ac16-eb9da32060d7,scheduled,2016-11-17 00:30:00,2016-11-16 16:30:00,12,24,7d69b080-91ca-53c9-9302-45c1a72c5549
6,164,1207f5f4-9dca-4750-9098-6879a56884de,scheduled,2016-11-17 01:00:00,2016-11-16 17:00:00,28,22,a13af216-4409-5021-8dd5-255cc71bffc3
7,165,e2f05057-5505-4ed8-a810-ee34dea62018,scheduled,2016-11-17 01:00:00,2016-11-16 17:00:00,11,17,62cc9661-7b13-56e7-bf4a-bba7ad7be8da
8,166,5490a5cf-237e-495f-a9e8-9e07b74cfd2f,scheduled,2016-11-17 02:00:00,2016-11-16 18:00:00,30,20,1a28ef88-76c9-5bcc-b4ee-51d30ca98f4f
9,167,8fa7fa95-b24e-4c01-96ee-2f73722c2f5e,scheduled,2016-11-17 03:30:00,2016-11-16 19:30:00,19,21,2e687b9a-c7a7-487c-85b4-43479abc8458
10,168,a57b0ddb-29bf-4af7-9f31-8cc705fa3e62,scheduled,2016-11-17 03:30:00,2016-11-16 19:30:00,16,23,792ec100-691e-5e16-8ef8-79b2b6ee38ba
