,id,stats_id,status,scheduled,scheduled_pst,home_id,away_id,venue_id
0,389,531e6c7e-c5a2-469c-b977-a2576b98ef7f,scheduled,2016-12-17 00:00:00,2016-12-16 16:00:00,3,13,aecd8da6-0404-599c-a792-4b33fb084a2a
1,390,c1842acc-5c97-426e-a174-b9f6fb300788,scheduled,2016-12-17 00:00:00,2016-12-16 16:00:00,5,9,f62d5b49-d646-56e9-ba60-a875a00830f8
2,391,538c16ee-09ec-496b-990e-90089c9a4a13,scheduled,2016-12-17 00:30:00,2016-12-16 16:30:00,12,2,7d69b080-91ca-53c9-9302-45c1a72c5549
3,392,8a5ebf7d-dac5-47e2-86ec-d4a73c86f191,scheduled,2016-12-17 00:30:00,2016-12-16 16:30:00,11,1,62cc9661-7b13-56e7-bf4a-bba7ad7be8da
4,393,4e452b3b-7526-4e9a-971d-23fe655adb7d,scheduled,2016-12-17 01:00:00,2016-12-16 17:00:00,7,8,38911649-acfd-551a-949b-68f0fcaa44e7
5,394,56fb6dd4-076a-4bdc-bc00-9ffdf62594de,scheduled,2016-12-17 01:00:00,2016-12-16 17:00:00,4,16,b67d5f09-28b2-5bc6-9097-af312007d2f4
6,395,d88353fe-6e28-4ebc-94c1-8450a2c0960f,scheduled,2016-12-17 01:00:00,2016-12-16 17:00:00,22,25,5b239206-57ce-50aa-baaa-627f3349dfdc
7,396,f1036cc0-1c1a-4f21-b871-124ea250af97,scheduled,2016-12-17 01:00:00,2016-12-16 17:00:00,23,19,7657c204-a20b-527a-99cb-dc29218462aa
8,397,f7cb47f0-8b22-4ec4-b9c7-66e357cee89b,scheduled,2016-12-17 01:00:00,2016-12-16 17:00:00,15,18,b3dca541-859e-5301-bf90-4ec677a514a9
9,398,b9c3cfe7-b705-4dd9-8e19-e56ffa6a800c,scheduled,2016-12-17 03:30:00,2016-12-16 19:30:00,27,24,53bac75a-a667-52b5-a416-b80718ae4ed2
